NOTE: Column 2 below contains the conditional probabilities 
         P(all banks in idxProb going default|all banks in idxGiven default)
where idxProb and idxGiven are defined in the setting file as follows: 
         idxProb=(HR)
         idxGiven=(SYS)
 
  Date ,  P(idxProb going default|idxGiven default) 
 21/03/2016, 0.230535340741258 
 22/03/2016, 0.218060576179194 
 23/03/2016, 0.192320818921164 
 24/03/2016, 0.194408598267239 
 25/03/2016, 0.160787297731532 
 26/03/2016, 0.13829448856868 
 27/03/2016, 0.126622103742717 
 28/03/2016, 0.121130280644391 
 29/03/2016, 0.0918366103697718 
 30/03/2016, 0.0913543087037236 
 31/03/2016, 0.0777642853459592 
 01/04/2016, 0.0733214077504184 
 02/04/2016, 0.0698640470268906 
 03/04/2016, 0.0589424371859205 
 04/04/2016, 0.0438658276374751 
 05/04/2016, 0.0253053440922261 
 06/04/2016, 0.017568806925491 
 07/04/2016, 0.0125709977778686 
 08/04/2016, 0.00884414266353068 
 09/04/2016, 0.00847754919533421 
 10/04/2016, 0.00598428451115115 
 11/04/2016, 0.00213219639994576 
 12/04/2016, 0.00108025589138408 
 13/04/2016, 0.00126558403391063 
 14/04/2016, 0.00130552293926944 
 15/04/2016, 0.00121843605299711 
 16/04/2016, 0.00261105750520619 
 17/04/2016, 0.00286706593194876 
 18/04/2016, 0.00054749180000698 
 19/04/2016, 0.000235249203974163 
 20/04/2016, 0.000251389924553388 
 21/04/2016, 0.00027326340796753 
 22/04/2016, 0.000243556422780673 
 23/04/2016, 0.000127945655434613 
 24/04/2016, 0.000122375617416589 
 25/04/2016, 0.000129261397962846 
 26/04/2016, 0.000126704074936679 
 27/04/2016, 0.00046175186651695 
 28/04/2016, 0.000456095489108308 
 29/04/2016, 0.000559318775652637 
 30/04/2016, 0.000614332858860536 
 01/05/2016, 0.00047410028574305 
 02/05/2016, 0.000277465486255234 
 03/05/2016, 0.000422155608788379 
 04/05/2016, 0.000736323167339601 
 05/05/2016, 0.000900431890363685 
 06/05/2016, 0.000764046376601646 
 07/05/2016, 0.000804788860671938 
 08/05/2016, 0.00120054467745242 
 09/05/2016, 0.00158906149049813 
 10/05/2016, 0.000880086108935623 
 11/05/2016, 0.000463201917832857 
 12/05/2016, 0.00068089146250728 
 13/05/2016, 0.000488326366193752 
 14/05/2016, 0.00251408490227554 
 15/05/2016, 0.00236120895709195 
 16/05/2016, 0.00145582458833381 
 17/05/2016, 0.00706033183301686 
 18/05/2016, 0.00711174532686447 
 19/05/2016, 0.00785894668206312 
 20/05/2016, 0.00978443045012333 
 21/05/2016, 0.0131621261284996 
 22/05/2016, 0.0130527004781587 
 23/05/2016, 0.0169175700511796 
 24/05/2016, 0.0166128136470965 
 25/05/2016, 0.0207401739079415 
 26/05/2016, 0.0370579867090835 
 27/05/2016, 0.0395842012491481 
 28/05/2016, 0.042543680129512 
 29/05/2016, 0.0401150386690475 
 30/05/2016, 0.0408468659979118 
 31/05/2016, 0.0390747383866084 
 01/06/2016, 0.0428308991451945 
 02/06/2016, 0.0443508881430084 
 03/06/2016, 0.0405739303597852 
