NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 01/07/2011,  0.242605288608117,  0.661398182530879,  0.00939073756269044,  0.661398182530879, 
 02/07/2011,  0.25820720080907,  0.640474716059574,  0.00844477470743216,  0.640474716059574, 
 03/07/2011,  0.328241206836681,  0.633020129971875,  0.00857076783571445,  0.633020129971875, 
 04/07/2011,  0.329071206441336,  0.618757602265136,  0.0166760305450345,  0.618757602265136, 
 05/07/2011,  0.39539822100496,  0.303973703775886,  0.0238675054149116,  0.303973703775886, 
 06/07/2011,  0.471828729015678,  0.133664424679241,  0.0389421144988873,  0.133664424679241, 
 07/07/2011,  0.41086392557,  0.28548720453562,  0.030926397926569,  0.28548720453562, 
 08/07/2011,  0.372988505680782,  0.506824381345837,  0.0121132541547011,  0.506824381345837, 
 09/07/2011,  0.415496579276751,  0.497373705595266,  0.0100706726117501,  0.497373705595266, 
 10/07/2011,  0.41050279365948,  0.46585087450326,  0.0232010592793238,  0.46585087450326, 
 11/07/2011,  0.45542200924765,  0.413109460128838,  0.0312229766637796,  0.413109460128838, 
 12/07/2011,  0.429345639088152,  0.432103919973552,  0.0186621297957902,  0.432103919973552, 
 13/07/2011,  0.446028261851586,  0.486565505498821,  0.0590131678767152,  0.486565505498821, 
 14/07/2011,  0.490824232760719,  0.420148803041787,  0.0559827151910803,  0.420148803041787, 
 15/07/2011,  0.486077749062986,  0.390545446662943,  0.048985391001978,  0.390545446662943, 
 16/07/2011,  0.49591584574754,  0.426485707344753,  0.0803222883886508,  0.426485707344753, 
 17/07/2011,  0.603977420202069,  0.350396717390891,  0.101591489060644,  0.350396717390891, 
 18/07/2011,  0.604492523147897,  0.35358548490534,  0.0995416075257241,  0.35358548490534, 
 19/07/2011,  0.50131828117145,  0.436178334531166,  0.0947164072105929,  0.436178334531166, 
 20/07/2011,  0.505873500865565,  0.429944189862176,  0.09948592804157,  0.429944189862176, 
 21/07/2011,  0.411683397541467,  0.446478924383403,  0.0786733688456681,  0.446478924383403, 
 22/07/2011,  0.485647032322799,  0.319773028122047,  0.0990342265590305,  0.319773028122047, 
 23/07/2011,  0.41176405130599,  0.192230706168912,  0.0502546821383341,  0.192230706168912, 
 24/07/2011,  0.455207102752338,  0.244646088513023,  0.0638403366756961,  0.244646088513023, 
 25/07/2011,  0.463055574219083,  0.214352785532409,  0.0397218641484517,  0.214352785532409, 
 26/07/2011,  0.397749843139002,  0.160514350201596,  0.00377538008135312,  0.160514350201596, 
 27/07/2011,  0.284789500547929,  0.120406954993419,  0.0114948538107018,  0.120406954993419, 
 28/07/2011,  0.252038921778988,  0.121172751116679,  0.0152848538621499,  0.121172751116679, 
 29/07/2011,  0.339554274536064,  0.0702365848941956,  0.0197354966175817,  0.0702365848941956, 
 30/07/2011,  0.354679700405136,  0.0674522540415596,  0.0118232400705698,  0.0674522540415596, 
 31/07/2011,  0.492031712153599,  0.0472227086146961,  0.0525035944756684,  0.0472227086146961, 
 01/08/2011,  0.411133996411394,  0.0869625403150785,  0.0627726304759212,  0.0869625403150785, 
 02/08/2011,  0.452556969733729,  0.0930715305091771,  0.0609755653178354,  0.0930715305091771, 
 03/08/2011,  0.463831424098463,  0.0709871693943669,  0.0876584590082635,  0.0709871693943669, 
 04/08/2011,  0.371220135330458,  0.175411998121338,  0.0872507136209217,  0.175411998121338, 
 05/08/2011,  0.43470903403291,  0.0789793612785839,  0.102490064295745,  0.0789793612785839, 
 06/08/2011,  0.434560922331743,  0.077441619865209,  0.101864741015551,  0.077441619865209, 
 07/08/2011,  0.552938298986152,  0.193786054377762,  0.166946323368469,  0.193786054377762, 
 08/08/2011,  0.50810883656861,  0.208052356865299,  0.16476207921712,  0.208052356865299, 
 09/08/2011,  0.515583299525544,  0.221029636991458,  0.16878291020358,  0.221029636991458, 
 10/08/2011,  0.481425050790321,  0.317045767192411,  0.146736422567771,  0.317045767192411, 
 11/08/2011,  0.48671979515856,  0.389302210737396,  0.153829990376475,  0.389302210737396, 
 12/08/2011,  0.567834928096194,  0.353695847176546,  0.19163776870612,  0.353695847176546, 
 13/08/2011,  0.480579610773392,  0.3708655710238,  0.13805151153334,  0.3708655710238, 
 14/08/2011,  0.469032514779357,  0.36604199632357,  0.114654269401418,  0.36604199632357, 
 15/08/2011,  0.441193718839564,  0.432651539910148,  0.128380630606416,  0.432651539910148, 
 16/08/2011,  0.48494686372746,  0.407707314241788,  0.144151112388885,  0.407707314241788, 
 17/08/2011,  0.38519689375931,  0.303316415247,  0.0903236600916965,  0.303316415247, 
 18/08/2011,  0.323133183689269,  0.453404785390347,  0.0593420325545313,  0.453404785390347, 
 19/08/2011,  0.30361658008852,  0.485107785459831,  0.0521423038247591,  0.485107785459831, 
 20/08/2011,  0.156530438609216,  0.420680021845372,  0.016577522342537,  0.420680021845372, 
 21/08/2011,  0.129638871319538,  0.367179929347154,  0.0131419043401273,  0.367179929347154, 
 22/08/2011,  0.151920545260266,  0.32780610541151,  0.0180689216626496,  0.32780610541151, 
 23/08/2011,  0.129949971261544,  0.330841376344746,  0.0133821216820952,  0.330841376344746, 
 24/08/2011,  0.156923642020282,  0.279249838165018,  0.018236895599426,  0.279249838165018, 
