NOTE: This file contains default dependent matrixes. There is a matrix for each day. Each element in the matrix 
is the conditional probability of the bank indicated in its row heading going default given the bank indicated in 
 its column heading default.
   
  Date ,    ,  HR,  DIA,  SYS 
01/07/2011, HR, 1,  0.346567167119655,  0.711517600542883, 
, DIA, 0.0183860092113226,  1,  0.0432445013027686, 
, SYS, 0.2336100168987,  0.267631143380946,  1, 
02/07/2011, HR, 1,  0.33429157734612,  0.692631534061045, 
, DIA, 0.0157720125373016,  1,  0.0364017582621805, 
, SYS, 0.250879962742915,  0.279463052493209,  1, 
03/07/2011, HR, 1,  0.35984419501615,  0.686149221469034, 
, DIA, 0.013762436960928,  1,  0.0287575353063794, 
, SYS, 0.323049532769199,  0.35401475417762,  1, 
04/07/2011, HR, 1,  0.342192915797651,  0.671327111070029, 
, DIA, 0.0271857767502682,  1,  0.0567953900799924, 
, SYS, 0.318561461817856,  0.339235586457473,  1, 
05/07/2011, HR, 1,  0.136254042839921,  0.354069010601446, 
, DIA, 0.0352289929509575,  1,  0.0723912644207086, 
, SYS, 0.384036761473621,  0.303682811954757,  1, 
06/07/2011, HR, 1,  0.0593778405032339,  0.161392478631578, 
, DIA, 0.0528634709848062,  1,  0.102685554235404, 
, SYS, 0.457907371895861,  0.327244547363738,  1, 
07/07/2011, HR, 1,  0.128113407058616,  0.333044320264722, 
, DIA, 0.0450501535561192,  1,  0.090936565386972, 
, SYS, 0.396740178672085,  0.308064039281185,  1, 
08/07/2011, HR, 1,  0.266352313121663,  0.565251319984384, 
, DIA, 0.018183578947435,  1,  0.0368193133053773, 
, SYS, 0.3669181732598,  0.350090582427387,  1, 
09/07/2011, HR, 1,  0.275445581915842,  0.556517404400673, 
, DIA, 0.0142305294138276,  1,  0.027394092848237, 
, SYS, 0.411336722147281,  0.391913667224898,  1, 
10/07/2011, HR, 1,  0.245211863096586,  0.522877274463475, 
, DIA, 0.0334882482397231,  1,  0.065067878554796, 
, SYS, 0.400215602890315,  0.364678318438039,  1, 
11/07/2011, HR, 1,  0.220132612293495,  0.468513526544131, 
, DIA, 0.0429116379151922,  1,  0.0798011646708162, 
, SYS, 0.443733345190415,  0.387720226085376,  1, 
12/07/2011, HR, 1,  0.228395698693899,  0.489715823165147, 
, DIA, 0.0261522040513161,  1,  0.0501364239860848, 
, SYS, 0.421855554432956,  0.377183437298204,  1, 
13/07/2011, HR, 1,  0.262567520682053,  0.538035061688404, 
, DIA, 0.0846675055019884,  1,  0.155232417587215, 
, SYS, 0.420373920881402,  0.37612469403994,  1, 
14/07/2011, HR, 1,  0.230827072528983,  0.472477218082883, 
, DIA, 0.0754425712618491,  1,  0.133559548616044, 
, SYS, 0.471364374819045,  0.407681578559088,  1, 
15/07/2011, HR, 1,  0.209883308040767,  0.442946889561541, 
, DIA, 0.0659786841113559,  1,  0.118439240719172, 
, SYS, 0.46908445565799,  0.39899665144564,  1, 
16/07/2011, HR, 1,  0.230510314914192,  0.475398306331068, 
, DIA, 0.11008016920428,  1,  0.192068485864351, 
, SYS, 0.466157964893688,  0.394378169802664,  1, 
17/07/2011, HR, 1,  0.208934035314911,  0.396440192964758, 
, DIA, 0.125432221092516,  1,  0.198127447284677, 
, SYS, 0.580136691941409,  0.482944671809064,  1, 
