  Date ,   P(all banks going default)  
 01/07/2011, 0.00208800233222602 
 02/07/2011, 0.00177406065437976 
 03/07/2011, 0.0018816642284283 
 04/07/2011, 0.00347860464366965 
 05/07/2011, 0.00171564251990863 
 06/07/2011, 0.00115409161425853 
 07/07/2011, 0.00208261624956021 
 08/07/2011, 0.00182763918584401 
 09/07/2011, 0.00155096463110637 
 10/07/2011, 0.00316896642488366 
 11/07/2011, 0.00374335082283104 
 12/07/2011, 0.00232482692035776 
 13/07/2011, 0.00891248468928349 
 14/07/2011, 0.00716518827091805 
 15/07/2011, 0.00560594670653443 
 16/07/2011, 0.0104717097550874 
 17/07/2011, 0.0118732962961926 
 18/07/2011, 0.0117993846488634 
 19/07/2011, 0.0127859334563881 
 20/07/2011, 0.0131965100990832 
 21/07/2011, 0.00972687130923433 
 22/07/2011, 0.00833580933623435 
 23/07/2011, 0.00205128072546281 
 24/07/2011, 0.00370048396486488 
 25/07/2011, 0.0020072312032124 
 26/07/2011, 0.000125505465412895 
 27/07/2011, 0.00023718714305673 
 28/07/2011, 0.000304193165908967 
 29/07/2011, 0.000242053206964171 
 30/07/2011, 0.000142464622097102 
 31/07/2011, 0.000523879789453416 
 01/08/2011, 0.00104107938756412 
 02/08/2011, 0.00116312073381438 
 03/08/2011, 0.00125235350349417 
 04/08/2011, 0.00289347689811841 
 05/08/2011, 0.00153908134618556 
 06/08/2011, 0.00149848946494294 
 07/08/2011, 0.00806475047874525 
 08/08/2011, 0.00787763488148204 
 09/08/2011, 0.00878176099245422 
 10/08/2011, 0.0115828511909074 
 11/08/2011, 0.0162080989514401 
 12/08/2011, 0.0200016421595764 
 13/08/2011, 0.0136779280674035 
 14/08/2011, 0.0111811235343899 
 15/08/2011, 0.0150095614732925 
 16/08/2011, 0.016423406098445 
 17/08/2011, 0.00604627149512538 
 18/08/2011, 0.0067491934085887 
 19/08/2011, 0.00651331748425703 
 20/08/2011, 0.00143064453198896 
 21/08/2011, 0.000895196156695338 
 22/08/2011, 0.00106120545440576 
 23/08/2011, 0.000783551713219514 
 24/08/2011, 0.000869895228694285 
