  Date ,  Banking Stability Indexes 
 01/07/2011, 1.22835621562997 
 02/07/2011, 1.23848169642158 
 03/07/2011, 1.29280092747933 
 04/07/2011, 1.29719306300488 
 05/07/2011, 1.2535295351673 
 06/07/2011, 1.19250863597648 
 07/07/2011, 1.25655551952375 
 08/07/2011, 1.30055854319629 
 09/07/2011, 1.32157161670845 
 10/07/2011, 1.31928640926347 
 11/07/2011, 1.32960185409867 
 12/07/2011, 1.31431092136924 
 13/07/2011, 1.36923414090368 
 14/07/2011, 1.36701072508245 
 15/07/2011, 1.3470794647478 
 16/07/2011, 1.38574093897095 
 17/07/2011, 1.41197844800475 
 18/07/2011, 1.41276681649466 
 19/07/2011, 1.39903164054638 
 20/07/2011, 1.40072953578531 
 21/07/2011, 1.33714743946228 
 22/07/2011, 1.33658981144923 
 23/07/2011, 1.22458032781249 
 24/07/2011, 1.2733359058026 
 25/07/2011, 1.24281458896509 
 26/07/2011, 1.15703701339906 
 27/07/2011, 1.1261305655764 
 28/07/2011, 1.12362457374871 
 29/07/2011, 1.11316746393182 
 30/07/2011, 1.09845113968387 
 31/07/2011, 1.14490320237821 
 01/08/2011, 1.17390552490033 
 02/08/2011, 1.1839831742166 
 03/08/2011, 1.18964236106287 
 04/08/2011, 1.19552375551981 
 05/08/2011, 1.18731766264733 
 06/08/2011, 1.18649396084967 
 07/08/2011, 1.31280397662501 
 08/08/2011, 1.28091122948595 
 09/08/2011, 1.29278470492071 
 10/08/2011, 1.31993989843207 
 11/08/2011, 1.3546047808191 
 12/08/2011, 1.40919073106982 
 13/08/2011, 1.35121336238982 
 14/08/2011, 1.34690583047039 
 15/08/2011, 1.33864847531162 
 16/08/2011, 1.36963823932178 
 17/08/2011, 1.25724476970259 
 18/08/2011, 1.26794464297477 
 19/08/2011, 1.26086373125357 
 20/08/2011, 1.13207695612254 
 21/08/2011, 1.10135911107904 
 22/08/2011, 1.10901352844316 
 23/08/2011, 1.09620781742308 
 24/08/2011, 1.10914592554112 
