  Date ,  Banking Stability Indexes 
 21/03/2016, 1.66050697300128 
 22/03/2016, 1.58912451721389 
 23/03/2016, 1.53026831444715 
 24/03/2016, 1.55194006964292 
 25/03/2016, 1.52661239258901 
 26/03/2016, 1.52227939719795 
 27/03/2016, 1.44289146622456 
 28/03/2016, 1.436421421345 
 29/03/2016, 1.43220655549318 
 30/03/2016, 1.40003549529576 
 31/03/2016, 1.44613770042457 
 01/04/2016, 1.44759618467586 
 02/04/2016, 1.28179234059996 
 03/04/2016, 1.32415226690511 
 04/04/2016, 1.35195578374998 
 05/04/2016, 1.45363475554282 
 06/04/2016, 1.44632346207243 
 07/04/2016, 1.42136755116799 
 08/04/2016, 1.36025779665239 
 09/04/2016, 1.34988087112253 
 10/04/2016, 1.41224644841936 
 11/04/2016, 1.38754210521955 
 12/04/2016, 1.33145289686342 
 13/04/2016, 1.32981405917581 
 14/04/2016, 1.34620258719157 
 15/04/2016, 1.33734446848975 
 16/04/2016, 1.384620247722 
 17/04/2016, 1.37820097178539 
 18/04/2016, 1.37936590988198 
 19/04/2016, 1.36476949410354 
 20/04/2016, 1.37118128320612 
 21/04/2016, 1.32847082238388 
 22/04/2016, 1.34295100526947 
 23/04/2016, 1.305564213625 
 24/04/2016, 1.30493123211233 
 25/04/2016, 1.31558343217198 
 26/04/2016, 1.32691170443059 
 27/04/2016, 1.29471916085514 
 28/04/2016, 1.29328356854923 
 29/04/2016, 1.31702098740503 
 30/04/2016, 1.2335474579249 
 01/05/2016, 1.28304115757142 
 02/05/2016, 1.26873576310367 
 03/05/2016, 1.28825762678777 
 04/05/2016, 1.33656273403992 
 05/05/2016, 1.22650749917564 
 06/05/2016, 1.23262345501166 
 07/05/2016, 1.25628044398026 
 08/05/2016, 1.28495926176757 
 09/05/2016, 1.31813850964687 
 10/05/2016, 1.23583787423009 
 11/05/2016, 1.20939667275588 
 12/05/2016, 1.21963691491157 
 13/05/2016, 1.19194315245154 
 14/05/2016, 1.1883674016075 
 15/05/2016, 1.23096764573486 
 16/05/2016, 1.14860720269449 
 17/05/2016, 1.13493887504836 
 18/05/2016, 1.1322856361595 
 19/05/2016, 1.15726726486861 
 20/05/2016, 1.16193632129353 
 21/05/2016, 1.16246481466894 
 22/05/2016, 1.16880526454269 
 23/05/2016, 1.16502415568366 
 24/05/2016, 1.1703318186325 
 25/05/2016, 1.1531827850026 
 26/05/2016, 1.12528035526689 
 27/05/2016, 1.14311546393688 
 28/05/2016, 1.10468313874206 
 29/05/2016, 1.07895189516604 
 30/05/2016, 1.05728614247651 
 31/05/2016, 1.02826724027262 
 01/06/2016, 1.15212516444072 
 02/06/2016, 1.15225785701945 
 03/06/2016, 1.14288553672325 
 04/06/2016, 1.18691625928612 
 05/06/2016, 1.19617501285924 
 06/06/2016, 1.17707842361648 
