NOTE: Column 2 below contains the conditional probabilities 
         P(all banks in idxProb going default|all banks in idxGiven default)
where idxProb and idxGiven are defined in the setting file as follows: 
         idxProb=(HR)
         idxGiven=(SYS)
 
  Date ,  P(idxProb going default|idxGiven default) 
 21/03/2016, 0.728485355457088 
 22/03/2016, 0.769758449710127 
 23/03/2016, 0.772803073827339 
 24/03/2016, 0.74881768345544 
 25/03/2016, 0.683332714557206 
 26/03/2016, 0.684130437805753 
 27/03/2016, 0.709179660976978 
 28/03/2016, 0.688368569731261 
 29/03/2016, 0.690349462890694 
 30/03/2016, 0.679839685585246 
 31/03/2016, 0.639028597281646 
 01/04/2016, 0.65829660721524 
 02/04/2016, 0.725903466026225 
 03/04/2016, 0.707961031898426 
 04/04/2016, 0.527084894877374 
 05/04/2016, 0.281802956064236 
 06/04/2016, 0.263501966142762 
 07/04/2016, 0.222278151155623 
 08/04/2016, 0.120649229164373 
 09/04/2016, 0.0976060506703496 
 10/04/2016, 0.0143563314791534 
 11/04/2016, 0.00372220459631109 
 12/04/2016, 0.00309899199943299 
 13/04/2016, 0.00220046927986158 
 14/04/2016, 0.000279336099379758 
 15/04/2016, 0.000518104607467199 
 16/04/2016, 0.000400938802103621 
 17/04/2016, 0.000475001448028494 
 18/04/2016, 0.00134067149820651 
 19/04/2016, 0.00134068877052286 
 20/04/2016, 0.00145470871099492 
 21/04/2016, 0.00212072431492148 
 22/04/2016, 0.00219742570278595 
 23/04/2016, 0.0017479988504263 
 24/04/2016, 0.00144830027046582 
 25/04/2016, 0.00173450745344073 
 26/04/2016, 0.00173616679778287 
 27/04/2016, 0.00181778582371548 
 28/04/2016, 0.000583256996007787 
 29/04/2016, 0.000685001502084589 
 30/04/2016, 0.000803638548981302 
 01/05/2016, 0.000281508742014581 
 02/05/2016, 0.000562947933815261 
 03/05/2016, 0.00063362731349877 
 04/05/2016, 0.00125922618709978 
 05/05/2016, 0.000852486559685537 
 06/05/2016, 0.000526260149501021 
 07/05/2016, 0.000832088606900188 
 08/05/2016, 0.00884742153767915 
 09/05/2016, 0.00898055099784678 
 10/05/2016, 0.0103111710702983 
 11/05/2016, 0.00843772873322992 
 12/05/2016, 0.0086529788891 
 13/05/2016, 0.0056353152687536 
 14/05/2016, 0.00754766814575005 
 15/05/2016, 0.00465134597523557 
 16/05/2016, 0.00616039483152851 
 17/05/2016, 0.00341028136940865 
 18/05/2016, 0.00200730035193732 
 19/05/2016, 0.00197975245177115 
 20/05/2016, 0.00177269011725458 
 21/05/2016, 0.00135856495546875 
 22/05/2016, 0.00228258762421434 
 23/05/2016, 0.00264074561822015 
 24/05/2016, 0.0377859999571959 
 25/05/2016, 0.0529180752204117 
 26/05/2016, 0.0603749426921947 
 27/05/2016, 0.196792158514003 
 28/05/2016, 0.219611366217591 
 29/05/2016, 0.228516983500495 
 30/05/2016, 0.342030499075094 
 31/05/2016, 0.36869222240387 
 01/06/2016, 0.352822931016951 
 02/06/2016, 0.326127436884082 
 03/06/2016, 0.286184174870828 
 04/06/2016, 0.255813461447603 
 05/06/2016, 0.26965437123765 
 06/06/2016, 0.254456137540673 
