  Date ,  Banking Stability Indexes 
 21/03/2016, 1.39715988961254 
 22/03/2016, 1.32845861098884 
 23/03/2016, 1.35384746899078 
 24/03/2016, 1.34055441900303 
 25/03/2016, 1.33903001628628 
 26/03/2016, 1.31901510224549 
 27/03/2016, 1.39099651921978 
 28/03/2016, 1.38412442285558 
 29/03/2016, 1.34413861351563 
 30/03/2016, 1.34256654140079 
 31/03/2016, 1.26281403608132 
 01/04/2016, 1.26813680240283 
 02/04/2016, 1.21663649144282 
 03/04/2016, 1.18247929262615 
 04/04/2016, 1.15309464591068 
 05/04/2016, 1.17109663224026 
 06/04/2016, 1.11086216827048 
 07/04/2016, 1.1031608116166 
 08/04/2016, 1.06400304613798 
 09/04/2016, 1.10530847470343 
 10/04/2016, 1.10048290355927 
 11/04/2016, 1.0816289615684 
 12/04/2016, 1.073414194046 
 13/04/2016, 1.06450323408886 
 14/04/2016, 1.06654028012311 
 15/04/2016, 1.08470227621643 
 16/04/2016, 1.08944754583762 
 17/04/2016, 1.09514060143569 
 18/04/2016, 1.06456270681305 
 19/04/2016, 1.05815991303682 
 20/04/2016, 1.07468807738832 
 21/04/2016, 1.06597642054652 
 22/04/2016, 1.06827743618369 
 23/04/2016, 1.07263195198568 
 24/04/2016, 1.06730597454698 
 25/04/2016, 1.07062747799162 
 26/04/2016, 1.0665574273002 
 27/04/2016, 1.06744903502752 
 28/04/2016, 1.0756820968965 
 29/04/2016, 1.06736117979609 
 30/04/2016, 1.06583299868302 
 01/05/2016, 1.08101246332547 
 02/05/2016, 1.07855606740823 
 03/05/2016, 1.0862616895247 
 04/05/2016, 1.09263331622684 
 05/05/2016, 1.10163008969092 
 06/05/2016, 1.09910280832235 
 07/05/2016, 1.08988959624097 
 08/05/2016, 1.09370284045936 
 09/05/2016, 1.06692560371542 
 10/05/2016, 1.04573802046971 
 11/05/2016, 1.04646690750728 
 12/05/2016, 1.04927384803357 
 13/05/2016, 1.045933854175 
 14/05/2016, 1.06387001766401 
 15/05/2016, 1.04891500538704 
 16/05/2016, 1.0890837776604 
 17/05/2016, 1.09755388576782 
 18/05/2016, 1.09571059081591 
 19/05/2016, 1.11173269658742 
 20/05/2016, 1.09286653238282 
 21/05/2016, 1.12924426511822 
 22/05/2016, 1.13419477779066 
 23/05/2016, 1.14294380517921 
 24/05/2016, 1.15483219081377 
 25/05/2016, 1.16500975220907 
 26/05/2016, 1.20888766742281 
 27/05/2016, 1.20740829951614 
 28/05/2016, 1.22445265906456 
 29/05/2016, 1.23199959215558 
 30/05/2016, 1.22418263931869 
 31/05/2016, 1.19771761650054 
 01/06/2016, 1.23703237695336 
 02/06/2016, 1.23879464761313 
 03/06/2016, 1.22462778865773 
