NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 21/03/2016,  0.465243915736083,  0.895383451889992,  0.0810376639367467,  0.895383451889992, 
 22/03/2016,  0.367082823558839,  0.908858647318835,  0.0455673704217509,  0.908858647318835, 
 23/03/2016,  0.43992569624524,  0.880279908948644,  0.0768905858126262,  0.880279908948644, 
 24/03/2016,  0.4193745145435,  0.888102347195539,  0.0735434033330222,  0.888102347195539, 
 25/03/2016,  0.461558095494125,  0.848691888441862,  0.084676276743085,  0.848691888441862, 
 26/03/2016,  0.4283588235811,  0.829947568570272,  0.059274436716025,  0.829947568570272, 
 27/03/2016,  0.61590573495163,  0.715634917086468,  0.100457511028697,  0.715634917086468, 
 28/03/2016,  0.610327811104825,  0.707523433680155,  0.095490348651763,  0.707523433680155, 
 29/03/2016,  0.575391655991629,  0.656954417801172,  0.0701976250744602,  0.656954417801172, 
 30/03/2016,  0.577564447582168,  0.654568745028218,  0.0716296551180175,  0.654568745028218, 
 31/03/2016,  0.449039388913576,  0.703671952645838,  0.0567559160219538,  0.703671952645838, 
 01/04/2016,  0.459161261787444,  0.680582639233458,  0.0525670904845373,  0.680582639233458, 
 02/04/2016,  0.381375306895908,  0.722169510132141,  0.0499975285320046,  0.722169510132141, 
 03/04/2016,  0.312908055104944,  0.719892994501389,  0.0338244341454452,  0.719892994501389, 
 04/04/2016,  0.241376706485129,  0.687864785787694,  0.016026184733534,  0.687864785787694, 
