  Date ,   P(all banks going default)  
 21/03/2016, 0.00627129230312512 
 22/03/2016, 0.00351186094360472 
 23/03/2016, 0.00494867546749209 
 24/03/2016, 0.00491398886857399 
 25/03/2016, 0.00437396694760081 
 26/03/2016, 0.00255856403161821 
 27/03/2016, 0.00333955882659453 
 28/03/2016, 0.0030173503806821 
 29/03/2016, 0.00163737711485319 
 30/03/2016, 0.00166125007118825 
 31/03/2016, 0.0012667523982323 
 01/04/2016, 0.00107693070972442 
 02/04/2016, 0.00108758926125135 
 03/04/2016, 0.000659657496086168 
 04/04/2016, 0.000245747295880854 
 05/04/2016, 0.000158978090020799 
 06/04/2016, 9.61215466464208E-05 
 07/04/2016, 6.92841286780334E-05 
 08/04/2016, 6.83975089562316E-05 
 09/04/2016, 8.68195775767983E-05 
 10/04/2016, 7.0754820426305E-05 
 11/04/2016, 2.76262200659436E-05 
 12/04/2016, 1.30997407811655E-05 
 13/04/2016, 1.04011005403679E-05 
 14/04/2016, 1.14612751889651E-05 
 15/04/2016, 1.97885382620728E-05 
 16/04/2016, 4.49417566082962E-05 
 17/04/2016, 5.82369059746831E-05 
 18/04/2016, 1.10903847330905E-05 
 19/04/2016, 5.16043160400651E-06 
 20/04/2016, 6.63594839908233E-06 
 21/04/2016, 9.43052312841536E-06 
 22/04/2016, 6.73474057502957E-06 
 23/04/2016, 3.92342064137677E-06 
 24/04/2016, 4.24701029806382E-06 
 25/04/2016, 4.7982252396938E-06 
 26/04/2016, 4.56410811481393E-06 
 27/04/2016, 1.6675248791697E-05 
 28/04/2016, 1.8420244108299E-05 
 29/04/2016, 2.18732799209754E-05 
 30/04/2016, 2.31485584208837E-05 
 01/05/2016, 1.82662521850807E-05 
 02/05/2016, 1.21291358097177E-05 
 03/05/2016, 2.02688431405071E-05 
 04/05/2016, 3.40252185453288E-05 
 05/05/2016, 4.28515820507322E-05 
 06/05/2016, 4.26252442143861E-05 
 07/05/2016, 4.47496559331161E-05 
 08/05/2016, 6.71839760272928E-05 
 09/05/2016, 8.4912891652268E-05 
 10/05/2016, 4.70921325377456E-05 
 11/05/2016, 2.40151014885457E-05 
 12/05/2016, 3.60858319037646E-05 
 13/05/2016, 2.90814588501056E-05 
 14/05/2016, 0.00015550430343662 
 15/05/2016, 0.000111366818179624 
 16/05/2016, 9.38648220608654E-05 
 17/05/2016, 0.000400627486281936 
 18/05/2016, 0.000426896528376888 
 19/05/2016, 0.000457001255701334 
 20/05/2016, 0.000536585743507419 
 21/05/2016, 0.000626312838315521 
 22/05/2016, 0.000564190078064186 
 23/05/2016, 0.000688125551363324 
 24/05/2016, 0.000569665024188039 
 25/05/2016, 0.000654325030452639 
 26/05/2016, 0.000944050012233192 
 27/05/2016, 0.00110782282358884 
 28/05/2016, 0.00106100117400995 
 29/05/2016, 0.00103911713838527 
 30/05/2016, 0.00116157682129702 
 31/05/2016, 0.00109335442885642 
 01/06/2016, 0.000935503107419225 
 02/06/2016, 0.000825160635398628 
 03/06/2016, 0.000775889916185557 
