NOTE: This file contains default dependent matrixes. There is a matrix for each day. Each element in the matrix 
is the conditional probability of the bank indicated in its row heading going default given the bank indicated in 
 its column heading default.
   
  Date ,    ,  HR,  DIA,  SYS 
21/03/2016, HR, 1,  0.38900999526328,  0.728485351690983, 
, DIA, 0.216347467720111,  1,  0.421590473259694, 
, SYS, 0.593674850542441,  0.617771061534899,  1, 
22/03/2016, HR, 1,  0.402028739793648,  0.769758460037311, 
, DIA, 0.151327737343886,  1,  0.32827225261951, 
, SYS, 0.53510402069453,  0.606256601761626,  1, 
23/03/2016, HR, 1,  0.363417716019396,  0.772803103505071, 
, DIA, 0.185335854200079,  1,  0.441251863131629, 
, SYS, 0.458111222636943,  0.512903043798168,  1, 
24/03/2016, HR, 1,  0.346890201612984,  0.748817683491271, 
, DIA, 0.215851295001174,  1,  0.489059171485654, 
, SYS, 0.481026221905095,  0.504883806710131,  1, 
25/03/2016, HR, 1,  0.278844984066484,  0.683332718701533, 
, DIA, 0.246103352455488,  1,  0.554759200029445, 
, SYS, 0.48737345475917,  0.448311083226112,  1, 
26/03/2016, HR, 1,  0.276990805947821,  0.684130443229845, 
, DIA, 0.247545307639258,  1,  0.560257021565248, 
, SYS, 0.483455914300665,  0.443012442994582,  1, 
27/03/2016, HR, 1,  0.254072331363744,  0.709179257702359, 
, DIA, 0.221724807543761,  1,  0.574447631303588, 
, SYS, 0.405767988346838,  0.376630326063405,  1, 
28/03/2016, HR, 1,  0.237547968227475,  0.688368573338067, 
, DIA, 0.226795432131459,  1,  0.585229330137776, 
, SYS, 0.4100080056142,  0.36510216006802,  1, 
29/03/2016, HR, 1,  0.238450688590484,  0.69034949407269, 
, DIA, 0.208022618118767,  1,  0.553211886532181, 
, SYS, 0.403616199210473,  0.370748244554651,  1, 
30/03/2016, HR, 1,  0.219778964528854,  0.679839680458429, 
, DIA, 0.160972253894539,  1,  0.476153532887301, 
, SYS, 0.378249181456037,  0.36170423704337,  1, 
31/03/2016, HR, 1,  0.219290991793246,  0.639028588133355, 
, DIA, 0.158813350336828,  1,  0.433457991852161, 
, SYS, 0.438380344357192,  0.410593041146308,  1, 
01/04/2016, HR, 1,  0.23373655694458,  0.658296621692843, 
, DIA, 0.116936746530847,  1,  0.329838891981018, 
, SYS, 0.444965991702315,  0.445638487902835,  1, 
02/04/2016, HR, 1,  0.191082560924146,  0.725903300486213, 
, DIA, 0.0504744712203078,  1,  0.222579822888314, 
, SYS, 0.272892659441133,  0.31677299476944,  1, 
03/04/2016, HR, 1,  0.202749586259563,  0.707961012328485, 
, DIA, 0.068391962005312,  1,  0.263801995606442, 
, SYS, 0.3142821167418,  0.34717090243387,  1, 
04/04/2016, HR, 1,  0.131212549164945,  0.527084964229799, 
, DIA, 0.135852360675999,  1,  0.448245857186488, 
, SYS, 0.384623012434612,  0.315921443638955,  1, 
05/04/2016, HR, 1,  0.0891357958809996,  0.281802915532517, 
, DIA, 0.18623224935609,  1,  0.46405287520843, 
, SYS, 0.62361703754895,  0.491515497222175,  1, 
06/04/2016, HR, 1,  0.0822483144544116,  0.263501966945322, 
, DIA, 0.187418403324695,  1,  0.469695038672218, 
, SYS, 0.625325407707394,  0.489162278458058,  1, 
07/04/2016, HR, 1,  0.0654666010926823,  0.222278134794483, 
, DIA, 0.209349042261769,  1,  0.526213629479339, 
, SYS, 0.6093554912576,  0.451112533221386,  1, 
08/04/2016, HR, 1,  0.0316765351341703,  0.120649226496664, 
, DIA, 0.268010003021111,  1,  0.652685685644108, 
, SYS, 0.592530768811866,  0.378858574587898,  1, 
09/04/2016, HR, 1,  0.0253517787182953,  0.0976060684183892, 
, DIA, 0.285990492606674,  1,  0.680729667835514, 
, SYS, 0.596750253193274,  0.368932836199489,  1, 
10/04/2016, HR, 1,  0.0047368017077604,  0.0143563312335195, 
, DIA, 0.332190130862488,  1,  0.691303077993786, 
, SYS, 0.720234394521128,  0.494535367869662,  1, 
11/04/2016, HR, 1,  0.00115267407312484,  0.00372220582714203, 
, DIA, 0.321809387187643,  1,  0.693353047017983, 
, SYS, 0.697172837583943,  0.465159953587177,  1, 
12/04/2016, HR, 1,  0.00082032951454587,  0.00309899105276518, 
, DIA, 0.331867830106585,  1,  0.737636489688938, 
, SYS, 0.636120268918196,  0.374269541758928,  1, 
13/04/2016, HR, 1,  0.000582691552257305,  0.00220046940925776, 
, DIA, 0.34048778233176,  1,  0.74678840978765, 
, SYS, 0.637607870132968,  0.370316524338472,  1, 
14/04/2016, HR, 1,  7.83213765290413E-05,  0.000279336112013798, 
, DIA, 0.357913560562186,  1,  0.753635899831933, 
, SYS, 0.661001295752816,  0.39024645218087,  1, 
15/04/2016, HR, 1,  0.000141534973172194,  0.000518104612732236, 
, DIA, 0.356251470511752,  1,  0.756921405989405, 
, SYS, 0.651405442585447,  0.378087058866173,  1, 
16/04/2016, HR, 1,  0.000124174045371573,  0.000400938796362361, 
, DIA, 0.341728977754359,  1,  0.71684001699408, 
, SYS, 0.697692669295909,  0.453270381548412,  1, 
17/04/2016, HR, 1,  0.0001449194090995,  0.000475001447662502, 
, DIA, 0.349114306805419,  1,  0.727977850131913, 
, SYS, 0.691879540957944,  0.440162083384171,  1, 
18/04/2016, HR, 1,  0.00040758199324936,  0.001340671666796, 
, DIA, 0.332071848799128,  1,  0.709614295233201, 
, SYS, 0.689961081365807,  0.4482367365009,  1, 
19/04/2016, HR, 1,  0.000397439487558184,  0.00134068877067699, 
, DIA, 0.368406354718226,  1,  0.753355325748718, 
, SYS, 0.682168417318841,  0.413530361568732,  1, 
20/04/2016, HR, 1,  0.000434048381497058,  0.00145470875063657, 
, DIA, 0.343459730839162,  1,  0.726225411447808, 
, SYS, 0.68271840747951,  0.43072424496333,  1, 
21/04/2016, HR, 1,  0.000561821071423466,  0.00212072420055759, 
, DIA, 0.348327750478226,  1,  0.754751775539576, 
, SYS, 0.638917103437123,  0.366753623780716,  1, 
22/04/2016, HR, 1,  0.000603195037522563,  0.00219742570973615, 
, DIA, 0.336482741350886,  1,  0.735390768697045, 
, SYS, 0.650276794211841,  0.390119083149919,  1, 
23/04/2016, HR, 1,  0.000419290515984759,  0.00174799785945472, 
, DIA, 0.295195611914974,  1,  0.716135541477959, 
, SYS, 0.596118099377702,  0.346890000863333,  1, 
24/04/2016, HR, 1,  0.00034633584046823,  0.00144830059706077, 
, DIA, 0.293112569150585,  1,  0.714208231691449, 
, SYS, 0.594939100445201,  0.346658336586958,  1, 
25/04/2016, HR, 1,  0.00043968114497411,  0.00173450724917113, 
, DIA, 0.337087197968844,  1,  0.751873457476274, 
, SYS, 0.62170482563856,  0.351518718044972,  1, 
26/04/2016, HR, 1,  0.000460850943846301,  0.00173616688744131, 
, DIA, 0.359607661851522,  1,  0.765497737434901, 
, SYS, 0.641587053075457,  0.362526350344961,  1, 
27/04/2016, HR, 1,  0.000436975611047498,  0.00181778606204137, 
, DIA, 0.353977242182172,  1,  0.778430464346583, 
, SYS, 0.607260426799776,  0.321021331907752,  1, 
28/04/2016, HR, 1,  0.000143006463850383,  0.000583256999413762, 
, DIA, 0.392768416747319,  1,  0.808276487490697, 
, SYS, 0.624303641748518,  0.315003199050703,  1, 
29/04/2016, HR, 1,  0.000180392022338163,  0.000685001456543607, 
, DIA, 0.394965337053088,  1,  0.798333761473782, 
, SYS, 0.646907158752365,  0.344344620583306,  1, 
30/04/2016, HR, 1,  0.000158588579915317,  0.000803638575165551, 
, DIA, 0.362427131034059,  1,  0.819338793510486, 
, SYS, 0.551441495232626,  0.246010359228948,  1, 
01/05/2016, HR, 1,  6.67368141311202E-05,  0.000281508774057199, 
, DIA, 0.389161958744388,  1,  0.810760838365641, 
, SYS, 0.613421542892161,  0.302966731427343,  1, 
02/05/2016, HR, 1,  0.000129264417201876,  0.000562947932045511, 
, DIA, 0.412010631710437,  1,  0.832520016822147, 
, SYS, 0.611923053741102,  0.283918597489235,  1, 
03/05/2016, HR, 1,  0.000152731843916115,  0.00063362734145479, 
, DIA, 0.390032800638716,  1,  0.808872692085582, 
, SYS, 0.618344948559057,  0.309104654948586,  1, 
04/05/2016, HR, 1,  0.000338754659252417,  0.00125922619682911, 
, DIA, 0.332095364172848,  1,  0.734777959698208, 
, SYS, 0.642594386761419,  0.382482669894202,  1, 
05/05/2016, HR, 1,  0.00015540405572076,  0.000852486442551124, 
, DIA, 0.289186076332929,  1,  0.766247671792178, 
, SYS, 0.503257039265262,  0.243084078969854,  1, 
