  Date ,  Banking Stability Indexes 
 11/07/2011, 1.3196384593872 
 12/07/2011, 1.33859526731162 
 13/07/2011, 1.28671517798086 
 14/07/2011, 1.21884215929588 
 15/07/2011, 1.16661202990439 
 16/07/2011, 1.09025812071867 
 17/07/2011, 1.08068708500321 
 18/07/2011, 1.08635628503932 
 19/07/2011, 1.11489577409168 
 20/07/2011, 1.08851391327195 
 21/07/2011, 1.12506774282065 
 22/07/2011, 1.13567045857456 
 23/07/2011, 1.12935651398235 
 24/07/2011, 1.1198365712719 
 25/07/2011, 1.18264985242251 
 26/07/2011, 1.26795652247604 
 27/07/2011, 1.2307092188843 
 28/07/2011, 1.23726058454549 
 29/07/2011, 1.22317079263229 
 30/07/2011, 1.20031059196427 
 31/07/2011, 1.16364967129317 
 01/08/2011, 1.13450302845841 
 02/08/2011, 1.13080786430779 
 03/08/2011, 1.14314767096917 
 04/08/2011, 1.13011927430633 
 05/08/2011, 1.08263489562187 
 06/08/2011, 1.15075483953482 
 07/08/2011, 1.1653562702955 
 08/08/2011, 1.16703360046001 
 09/08/2011, 1.16069070212517 
 10/08/2011, 1.21682674047016 
 11/08/2011, 1.17360866040927 
 12/08/2011, 1.16034928774292 
 13/08/2011, 1.25661639573148 
 14/08/2011, 1.34429995514522 
 15/08/2011, 1.34307995117761 
 16/08/2011, 1.27517314920974 
 17/08/2011, 1.26191153713356 
 18/08/2011, 1.25743313339173 
 19/08/2011, 1.24836137924969 
 20/08/2011, 1.16465104226132 
 21/08/2011, 1.23806751684051 
 22/08/2011, 1.23634181965776 
 23/08/2011, 1.18850038205397 
 24/08/2011, 1.18749488394499 
 25/08/2011, 1.18629269990853 
 26/08/2011, 1.25649796983402 
 27/08/2011, 1.31586471990454 
 28/08/2011, 1.32992127067345 
 29/08/2011, 1.38761927947248 
 30/08/2011, 1.36364191540377 
 31/08/2011, 1.31203900701227 
 01/09/2011, 1.34259377796453 
 02/09/2011, 1.31639852772745 
 03/09/2011, 1.28795402113272 
 04/09/2011, 1.27151284942977 
 05/09/2011, 1.26416719680471 
 06/09/2011, 1.18974834035718 
 07/09/2011, 1.1621233813403 
 08/09/2011, 1.14220116891149 
 09/09/2011, 1.151508447411 
 10/09/2011, 1.19230941266783 
 11/09/2011, 1.14025213013631 
 12/09/2011, 1.14629362949732 
 13/09/2011, 1.07093151287022 
 14/09/2011, 1.06850554089369 
 15/09/2011, 1.05717438609817 
 16/09/2011, 1.07876629748936 
 17/09/2011, 1.11995651527819 
 18/09/2011, 1.10066942103591 
 19/09/2011, 1.07809672146451 
 20/09/2011, 1.0594205249089 
 21/09/2011, 1.06183674541256 
 22/09/2011, 1.06283098795454 
