NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 11/07/2011,  0.308698427430426,  0.0325403449504998,  0.0923807865749912,  0.0325403449504998, 
 12/07/2011,  0.314522391286292,  0.0881612904803502,  0.0958931264336005,  0.0881612904803502, 
 13/07/2011,  0.244589827331351,  0.0494508974606029,  0.0710093387707053,  0.0494508974606029, 
 14/07/2011,  0.222047312196801,  0.0460147338265016,  0.042090382625929,  0.0460147338265016, 
 15/07/2011,  0.160369602925784,  0.0182082132563441,  0.0241866822055964,  0.0182082132563441, 
 16/07/2011,  0.0691562949158173,  0.0354219018921026,  0.00678864181493656,  0.0354219018921026, 
 17/07/2011,  0.076501996575785,  0.0446573003727336,  0.00796815243689816,  0.0446573003727336, 
 18/07/2011,  0.0933678089975188,  0.044673879724809,  0.0101642207338634,  0.044673879724809, 
 19/07/2011,  0.100842770010862,  0.057376708865632,  0.0145771865242342,  0.057376708865632, 
 20/07/2011,  0.131326190445144,  0.0835643784773609,  0.0118816615725246,  0.0835643784773609, 
 21/07/2011,  0.179770268962371,  0.0849390396167863,  0.0244853546929743,  0.0849390396167863, 
 22/07/2011,  0.149145640377009,  0.0685527757416922,  0.0243114083304963,  0.0685527757416922, 
 23/07/2011,  0.176094047560274,  0.0697854260252509,  0.0262768204978908,  0.0697854260252509, 
 24/07/2011,  0.159229535857469,  0.0811671198316465,  0.0214017560718952,  0.0811671198316465, 
