NOTE: This file contains default dependent matrixes. There is a matrix for each day. Each element in the matrix 
is the conditional probability of the bank indicated in its row heading going default given the bank indicated in 
 its column heading default.
   
  Date ,    ,  HR,  DIA,  SYS 
21/03/2016, HR, 1,  0.13169492559176,  0.240954284872213, 
, DIA, 0.0587336437228445,  1,  0.412477461721012, 
, SYS, 0.117341578769692,  0.450401256395824,  1, 
22/03/2016, HR, 1,  0.144287962313488,  0.282325232129306, 
, DIA, 0.0351338847431921,  1,  0.319933021293494, 
, SYS, 0.0815166376393102,  0.379367007783561,  1, 
23/03/2016, HR, 1,  0.147681401828277,  0.276739422084974, 
, DIA, 0.0471264215542911,  1,  0.375160846184472, 
, SYS, 0.0964275969396774,  0.409646419558669,  1, 
24/03/2016, HR, 1,  0.119792978159593,  0.239789003778552, 
, DIA, 0.0399334117418317,  1,  0.362554944260428, 
, SYS, 0.0788181542744104,  0.357491545322879,  1, 
25/03/2016, HR, 1,  0.109447622228759,  0.231013574828959, 
, DIA, 0.0286776898716055,  1,  0.297750931569956, 
, SYS, 0.0682347075403223,  0.33564727815832,  1, 
26/03/2016, HR, 1,  0.111423589737516,  0.255686527468095, 
, DIA, 0.0122651032854014,  1,  0.163888531650183, 
, SYS, 0.049063959559104,  0.285699347960862,  1, 
27/03/2016, HR, 1,  0.094206184799368,  0.217336992605155, 
, DIA, 0.0189260857847727,  1,  0.242149165802099, 
, SYS, 0.0480855638824365,  0.26667521193885,  1, 
28/03/2016, HR, 1,  0.0880603495162127,  0.202950686000345, 
, DIA, 0.022957463872742,  1,  0.285888413567241, 
, SYS, 0.047036614747396,  0.254154956775698,  1, 
29/03/2016, HR, 1,  0.0824039053931771,  0.186746397304534, 
, DIA, 0.031497008537826,  1,  0.362963351027339, 
, SYS, 0.0475360744119554,  0.241719865894842,  1, 
30/03/2016, HR, 1,  0.0793111614151411,  0.18155478771859, 
, DIA, 0.0285000971736954,  1,  0.33657071592288, 
, SYS, 0.0484367174079718,  0.249879882107411,  1, 
31/03/2016, HR, 1,  0.073236074369934,  0.170009738783285, 
, DIA, 0.0281817679441525,  1,  0.338794961212055, 
, SYS, 0.0465597462174227,  0.24111852012957,  1, 
01/04/2016, HR, 1,  0.0776678306272525,  0.16792459139659, 
, DIA, 0.0364569618342101,  1,  0.367018646719491, 
, SYS, 0.0672676676956792,  0.313213808744566,  1, 
02/04/2016, HR, 1,  0.0797443844936753,  0.17013192928183, 
, DIA, 0.0451782467081693,  1,  0.432989144222292, 
, SYS, 0.0636206905470438,  0.285798731846584,  1, 
03/04/2016, HR, 1,  0.0808757688619452,  0.168404817445305, 
, DIA, 0.0626336327749247,  1,  0.535489952271614, 
, SYS, 0.0610027619472815,  0.250470818274907,  1, 
04/04/2016, HR, 1,  0.0833033133803277,  0.171204172932763, 
, DIA, 0.0723028210897319,  1,  0.580261342874645, 
, SYS, 0.0601253000893539,  0.234786749196833,  1, 
05/04/2016, HR, 1,  0.0839076716971713,  0.171975304750438, 
, DIA, 0.0707813620628635,  1,  0.570226444039478, 
, SYS, 0.0621195583185782,  0.24417004306123,  1, 
06/04/2016, HR, 1,  0.0846117352023221,  0.171782222207452, 
, DIA, 0.0651745275595062,  1,  0.529943156690789, 
, SYS, 0.0706420346699022,  0.282922170488649,  1, 
07/04/2016, HR, 1,  0.0788908091595253,  0.160471304502133, 
, DIA, 0.0609045890109839,  1,  0.500192559296711, 
, SYS, 0.076588959121544,  0.309230558526582,  1, 
08/04/2016, HR, 1,  0.0774782993769908,  0.161273320906445, 
, DIA, 0.0605505240960483,  1,  0.519288939096, 
, SYS, 0.064814085145088,  0.26704110200145,  1, 
09/04/2016, HR, 1,  0.0737129943555008,  0.153876577164348, 
, DIA, 0.0607562090995955,  1,  0.52017809898296, 
, SYS, 0.06548384245935,  0.268575928726237,  1, 
10/04/2016, HR, 1,  0.0739268161150851,  0.144842618513158, 
, DIA, 0.0650572964253327,  1,  0.482191678678842, 
, SYS, 0.101050448147027,  0.382267678131353,  1, 
11/04/2016, HR, 1,  0.0416126182316502,  0.0838291430117319, 
