  Date ,   P(all banks going default)  
 21/03/2016, 0.0282442041425761 
 22/03/2016, 0.0236020487497149 
 23/03/2016, 0.0217347989515164 
 24/03/2016, 0.0137396478350466 
 25/03/2016, 0.0119111384090959 
 26/03/2016, 0.0110919762707312 
 27/03/2016, 0.00693627626886117 
 28/03/2016, 0.00555196123034651 
 29/03/2016, 0.00571473959689049 
 30/03/2016, 0.00472197623701513 
 31/03/2016, 0.00485806184135362 
 01/04/2016, 0.00206812195093516 
 02/04/2016, 0.00179124491534442 
 03/04/2016, 0.00215635921899969 
 04/04/2016, 0.00198915890319919 
 05/04/2016, 0.00248159641603951 
 06/04/2016, 0.00181481806228755 
 07/04/2016, 0.0016870687017255 
 08/04/2016, 0.00104943693211363 
 09/04/2016, 0.00030231116122543 
 10/04/2016, 0.00028180140972022 
 11/04/2016, 0.000271284644461593 
 12/04/2016, 0.000293924540863989 
 13/04/2016, 0.000947882620370387 
 14/04/2016, 0.000521139148635083 
 15/04/2016, 0.000590861932426455 
 16/04/2016, 0.000242061025962246 
 17/04/2016, 0.000239374622852867 
 18/04/2016, 0.00057820290077209 
 19/04/2016, 0.000526435856508271 
 20/04/2016, 0.000494109218827095 
 21/04/2016, 0.000896413148155799 
 22/04/2016, 0.00117890104083695 
 23/04/2016, 0.00140433202986842 
 24/04/2016, 0.00153216333006575 
 25/04/2016, 0.0024108698434361 
 26/04/2016, 0.00280420029632185 
 27/04/2016, 0.00447038943169352 
 28/04/2016, 0.00409207651236318 
 29/04/2016, 0.00464392865241347 
 30/04/2016, 0.00512057089570049 
 01/05/2016, 0.00553094221458046 
 02/05/2016, 0.00557204338423723 
 03/05/2016, 0.00479430899794855 
 04/05/2016, 0.00544593632673052 
 05/05/2016, 0.00550647219606432 
 06/05/2016, 0.00429794322332185 
 07/05/2016, 0.00404770091569243 
 08/05/2016, 0.00403016641108252 
 09/05/2016, 0.00459805125143723 
 10/05/2016, 0.00443944731965393 
 11/05/2016, 0.00388227918991508 
 12/05/2016, 0.00401671708255045 
 13/05/2016, 0.00208464387946844 
 14/05/2016, 0.00179230625165517 
 15/05/2016, 0.00162775899186635 
 16/05/2016, 0.00165766082859825 
 17/05/2016, 0.00152337102256422 
 18/05/2016, 0.000826842795991759 
 19/05/2016, 0.000833400590250062 
 20/05/2016, 0.000705924632731475 
 21/05/2016, 0.000351752588508646 
 22/05/2016, 0.000202207185178341 
