NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 21/03/2016,  0.758896319625325,  0.689926492463591,  0.515574710036182,  0.689926492463591, 
 22/03/2016,  0.747090985235084,  0.70065747740181,  0.427562101869491,  0.70065747740181, 
 23/03/2016,  0.739763331315513,  0.70192385080688,  0.401672957262059,  0.70192385080688, 
 24/03/2016,  0.721088490998437,  0.647916811931213,  0.342169474468736,  0.647916811931213, 
 25/03/2016,  0.710095116595489,  0.658379860340095,  0.294035643146397,  0.658379860340095, 
 26/03/2016,  0.637375758340582,  0.71452589157193,  0.262712517360721,  0.71452589157193, 
 27/03/2016,  0.575761767721678,  0.725312511931231,  0.180715649433429,  0.725312511931231, 
 28/03/2016,  0.53540480306388,  0.722041968330047,  0.160109099766298,  0.722041968330047, 
 29/03/2016,  0.545829861523881,  0.724591527975872,  0.159322035977866,  0.724591527975872, 
 30/03/2016,  0.523071021900038,  0.762315362686828,  0.113911492150992,  0.762315362686828, 
 31/03/2016,  0.557880268339596,  0.727118800018708,  0.130394164430779,  0.727118800018708, 
 01/04/2016,  0.541317007387374,  0.663841933164517,  0.0767988025479644,  0.663841933164517, 
 02/04/2016,  0.552989836340095,  0.636168213097601,  0.0730673069989082,  0.636168213097601, 
 03/04/2016,  0.580043439964699,  0.64927647431604,  0.0783945739218471,  0.64927647431604, 
 04/04/2016,  0.565780721488837,  0.66280267500012,  0.0704231768385816,  0.66280267500012, 
 05/04/2016,  0.598231857676229,  0.626303423632219,  0.0952923904489447,  0.626303423632219, 
 06/04/2016,  0.629633008446142,  0.494888788674982,  0.109048928802926,  0.494888788674982, 
 07/04/2016,  0.630611428933555,  0.500286985201607,  0.098988861192309,  0.500286985201607, 
 08/04/2016,  0.623335540369289,  0.46053055575387,  0.0733920116459189,  0.46053055575387, 
 09/04/2016,  0.515179849944819,  0.371904784261087,  0.0387627913659871,  0.371904784261087, 
 10/04/2016,  0.496478773444893,  0.384093931898293,  0.0356092563670875,  0.384093931898293, 
 11/04/2016,  0.444017255873967,  0.381867011508709,  0.0381152313172421,  0.381867011508709, 
 12/04/2016,  0.386711840887523,  0.406439136960173,  0.0410387037739998,  0.406439136960173, 
 13/04/2016,  0.465621983919754,  0.492677259851282,  0.0818776546898264,  0.492677259851282, 
 14/04/2016,  0.404912699431323,  0.388321737781283,  0.0761935479682055,  0.388321737781283, 
 15/04/2016,  0.40275708243853,  0.426977494545778,  0.0739477729437278,  0.426977494545778, 
 16/04/2016,  0.325932884590863,  0.348781980538635,  0.0473400701787361,  0.348781980538635, 
 17/04/2016,  0.545049830622041,  0.160991110787247,  0.0885547638820803,  0.160991110787247, 
 18/04/2016,  0.591805590157627,  0.205497025455512,  0.142929235182553,  0.205497025455512, 
 19/04/2016,  0.601099815878232,  0.180875578448437,  0.148959136134402,  0.180875578448437, 
 20/04/2016,  0.653529161651919,  0.161018825622853,  0.140164354263519,  0.161018825622853, 
 21/04/2016,  0.701250263869255,  0.196139033786161,  0.173454837535016,  0.196139033786161, 
 22/04/2016,  0.715915987716502,  0.214251511011424,  0.194574694918851,  0.214251511011424, 
 23/04/2016,  0.692704472590452,  0.250014905297262,  0.204789313579233,  0.250014905297262, 
 24/04/2016,  0.717956299097931,  0.221257833810205,  0.241107810976942,  0.221257833810205, 
 25/04/2016,  0.741587757995036,  0.241842579268949,  0.310988345764723,  0.241842579268949, 
 26/04/2016,  0.800829911341143,  0.198237917755037,  0.363048629451725,  0.198237917755037, 
 27/04/2016,  0.790530888239567,  0.283731103220335,  0.380804996478977,  0.283731103220335, 
 28/04/2016,  0.776880690158745,  0.288654796749157,  0.361429083028829,  0.288654796749157, 
 29/04/2016,  0.782664020590247,  0.301164489871191,  0.376987005701214,  0.301164489871191, 
 30/04/2016,  0.787990249322007,  0.316161715959477,  0.378767238221477,  0.316161715959477, 
 01/05/2016,  0.751148128600345,  0.37785200232042,  0.36421016826215,  0.37785200232042, 
 02/05/2016,  0.734948288037769,  0.390046580760183,  0.370484620208802,  0.390046580760183, 
 03/05/2016,  0.713552118506879,  0.374743169156208,  0.366097352381058,  0.374743169156208, 
 04/05/2016,  0.754191897534906,  0.323315927867231,  0.449876212028617,  0.323315927867231, 
 05/05/2016,  0.731555883865977,  0.346666763064726,  0.446486584784046,  0.346666763064726, 
 06/05/2016,  0.713291638220206,  0.324849937480295,  0.408581445187363,  0.324849937480295, 
 07/05/2016,  0.675368659735033,  0.361120534806883,  0.369697140209165,  0.361120534806883, 
 08/05/2016,  0.689460222062966,  0.343922167464513,  0.379974072272291,  0.343922167464513, 
 09/05/2016,  0.71703361322739,  0.343692845602253,  0.396766490495886,  0.343692845602253, 
 10/05/2016,  0.719586076888438,  0.33304951441368,  0.398028916077686,  0.33304951441368, 
 11/05/2016,  0.762523997249944,  0.267566455123081,  0.404122416422404,  0.267566455123081, 
 12/05/2016,  0.763520757969552,  0.268130634525123,  0.415336005874897,  0.268130634525123, 
 13/05/2016,  0.728072658651249,  0.197995802762494,  0.36460260603003,  0.197995802762494, 
 14/05/2016,  0.735335189740706,  0.164638889340365,  0.382180334883205,  0.164638889340365, 
 15/05/2016,  0.736790410665118,  0.146869612623441,  0.395118170811563,  0.146869612623441, 
 16/05/2016,  0.715384733811501,  0.153505037373477,  0.412471746598019,  0.153505037373477, 
 17/05/2016,  0.596051337485923,  0.217376239848079,  0.348885429747826,  0.217376239848079, 
 18/05/2016,  0.571469254701859,  0.151949527859116,  0.3101472699492,  0.151949527859116, 
 19/05/2016,  0.57198213644709,  0.1540341024257,  0.307223437832087,  0.1540341024257, 
 20/05/2016,  0.525331722988263,  0.148143664071662,  0.301991761595764,  0.148143664071662, 
