NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 21/03/2016,  0.139811149563091,  0.180534001039118,  0.0362640649681285,  0.180534001039118, 
 22/03/2016,  0.0975949133671634,  0.20628463348463,  0.0190555920052255,  0.20628463348463, 
 23/03/2016,  0.116524080188254,  0.206774646095092,  0.0270299423476821,  0.206774646095092, 
 24/03/2016,  0.0978422246807946,  0.175456574690391,  0.0209093485590867,  0.175456574690391, 
 25/03/2016,  0.0825365314381535,  0.163460704388283,  0.0143758781621571,  0.163460704388283, 
 26/03/2016,  0.0559099328715662,  0.17231626377943,  0.00541913018105601,  0.17231626377943, 
 27/03/2016,  0.0590272764778397,  0.149031008010439,  0.00798437002767003,  0.149031008010439, 
 28/03/2016,  0.0606452125319108,  0.141096698039753,  0.00934886609458612,  0.141096698039753, 
 29/03/2016,  0.0666781186120136,  0.13372345808928,  0.0123549630133439,  0.13372345808928, 
 30/03/2016,  0.0654344551318137,  0.128098371803075,  0.0115023593865983,  0.128098371803075, 
 31/03/2016,  0.0636534414045167,  0.119503961340512,  0.0110880722039438,  0.119503961340512, 
 01/04/2016,  0.0861470989936083,  0.119557725919865,  0.0175775297642692,  0.119557725919865, 
 02/04/2016,  0.0885225137986437,  0.125228174994473,  0.0202764383015473,  0.125228174994473, 
 03/04/2016,  0.0983312972363376,  0.130455399332912,  0.0253051236896195,  0.130455399332912, 
 04/04/2016,  0.104743727623493,  0.13585274186411,  0.0276843889894429,  0.13585274186411, 
 05/04/2016,  0.104931686806761,  0.135790975576215,  0.0279692309474885,  0.135790975576215, 
 06/04/2016,  0.106864822608557,  0.132849643689113,  0.0289517397064598,  0.132849643689113, 
 07/04/2016,  0.108430413735571,  0.121740866408791,  0.0290631300894973,  0.121740866408791, 
 08/04/2016,  0.0995722858387891,  0.123587475649303,  0.0257923185045799,  0.123587475649303, 
 09/04/2016,  0.100192687193323,  0.117665754282107,  0.0260473642757767,  0.117665754282107, 
 10/04/2016,  0.129689787485787,  0.108256429332414,  0.0364179255508878,  0.108256429332414, 
 11/04/2016,  0.13258218005347,  0.0645909961949413,  0.0409427390743245,  0.0645909961949413, 
 12/04/2016,  0.137146664798583,  0.0592774841089279,  0.0428316660656444,  0.0592774841089279, 
 13/04/2016,  0.138773983215813,  0.0639043967958436,  0.0431270218176699,  0.0639043967958436, 
 14/04/2016,  0.125232033785664,  0.0394906251256447,  0.0372394201825467,  0.0394906251256447, 
 15/04/2016,  0.130349816070307,  0.0417686958829165,  0.0397011258987969,  0.0417686958829165, 
 16/04/2016,  0.134888909709443,  0.0257190684746094,  0.0410749260944546,  0.0257190684746094, 
 17/04/2016,  0.146947406052143,  0.0247542832406724,  0.0481393774517333,  0.0247542832406724, 
 18/04/2016,  0.156249461631058,  0.01738064106119,  0.0535303291147338,  0.01738064106119, 
 19/04/2016,  0.143885697264367,  0.014430288731976,  0.0465666409873008,  0.014430288731976, 
 20/04/2016,  0.15141646116152,  0.0128823619803917,  0.0509146794415319,  0.0128823619803917, 
 21/04/2016,  0.143882100312596,  0.0022683186770174,  0.0461917106605486,  0.0022683186770174, 
 22/04/2016,  0.123331862974737,  0.00213637680185873,  0.0360645874530081,  0.00213637680185873, 
 23/04/2016,  0.120994765102247,  0.000958261728923724,  0.0352137271327838,  0.000958261728923724, 
 24/04/2016,  0.133996847178265,  0.000744077580825601,  0.0416942249560327,  0.000744077580825601, 
 25/04/2016,  0.131916048367345,  0.00056231107094348,  0.0408673559931208,  0.00056231107094348, 
 26/04/2016,  0.123187924628517,  0.000838256195450923,  0.0356950674910156,  0.000838256195450923, 
 27/04/2016,  0.122032428214493,  0.000838468079920094,  0.0346780099597235,  0.000838468079920094, 
 28/04/2016,  0.124578368959129,  0.00175347044442326,  0.031690117950102,  0.00175347044442326, 
 29/04/2016,  0.136235967437855,  0.00264280743826943,  0.0377619827072142,  0.00264280743826943, 
 30/04/2016,  0.136060805652502,  0.00234507008227214,  0.0375256717226085,  0.00234507008227214, 
 01/05/2016,  0.11560593635967,  0.00331200124604063,  0.0291378087288785,  0.00331200124604063, 
 02/05/2016,  0.114525152712761,  0.00433107226547313,  0.0257713074006541,  0.00433107226547313, 
 03/05/2016,  0.109048066765369,  0.00334657407959844,  0.0175139344295251,  0.00334657407959844, 
 04/05/2016,  0.0938000000723381,  0.00267433908038263,  0.0124562720982733,  0.00267433908038263, 
 05/05/2016,  0.0938129864274083,  0.00928530429636858,  0.0124425892089823,  0.00928530429636858, 
 06/05/2016,  0.0676840310689017,  0.0155754898617346,  0.0088262562419765,  0.0155754898617346, 
 07/05/2016,  0.061385953837106,  0.0250923053365313,  0.00685023479815731,  0.0250923053365313, 
 08/05/2016,  0.0659432558040315,  0.0232855409123434,  0.00863057680773349,  0.0232855409123434, 
