  Date ,   P(all banks going default)  
 21/03/2016, 0.00171195869189834 
 22/03/2016, 0.00101556639318942 
 23/03/2016, 0.00146700961762973 
 24/03/2016, 0.000920429891364776 
 25/03/2016, 0.000576301030177419 
 26/03/2016, 0.000226105803607644 
 27/03/2016, 0.00028245318484369 
 28/03/2016, 0.00031104839830175 
 29/03/2016, 0.000388351782111254 
 30/03/2016, 0.000344513228458557 
 31/03/2016, 0.000307004091159152 
 01/04/2016, 0.000496501181878044 
 02/04/2016, 0.000602815921977666 
 03/04/2016, 0.000790805099245458 
 04/04/2016, 0.000908190976761132 
 05/04/2016, 0.000917767185849897 
 06/04/2016, 0.000930712633514996 
 07/04/2016, 0.00085045076388836 
 08/04/2016, 0.000760544840859791 
 09/04/2016, 0.000727937472379187 
 10/04/2016, 0.000956313658335193 
 11/04/2016, 0.000617339872805304 
 12/04/2016, 0.000593017463408745 
 13/04/2016, 0.00064764884349036 
 14/04/2016, 0.000334396266023204 
 15/04/2016, 0.000379433862857907 
 16/04/2016, 0.000239971069726671 
 17/04/2016, 0.000271557865756047 
 18/04/2016, 0.000212983691392955 
 19/04/2016, 0.000151505162558037 
 20/04/2016, 0.000148929403880351 
 21/04/2016, 2.33783602611695E-05 
 22/04/2016, 1.69003528227297E-05 
 23/04/2016, 7.38569594783491E-06 
 24/04/2016, 6.86651973424898E-06 
 25/04/2016, 5.08645672185605E-06 
 26/04/2016, 6.59523024804216E-06 
 27/04/2016, 6.40730844919504E-06 
 28/04/2016, 1.23279069591493E-05 
 29/04/2016, 2.23745716328285E-05 
 30/04/2016, 1.97241214818135E-05 
 01/05/2016, 2.12463110209108E-05 
 02/05/2016, 2.46191191160467E-05 
 03/05/2016, 1.28948319177812E-05 
 04/05/2016, 7.22653663543755E-06 
 05/05/2016, 2.51942298622267E-05 
 06/05/2016, 2.93923537462639E-05 
 07/05/2016, 3.68427909904702E-05 
 08/05/2016, 4.31621974166651E-05 
