NOTE: Column 2 below contains the conditional probabilities 
         P(all banks in idxProb going default|all banks in idxGiven default)
where idxProb and idxGiven are defined in the setting file as follows: 
         idxProb=(HR)
         idxGiven=(SYS)
 
  Date ,  P(idxProb going default|idxGiven default) 
 21/03/2016, 0.240954301677596 
 22/03/2016, 0.282325400000065 
 23/03/2016, 0.276739507253048 
 24/03/2016, 0.239788998946976 
 25/03/2016, 0.231013663094221 
 26/03/2016, 0.255686547451757 
 27/03/2016, 0.217336990297951 
 28/03/2016, 0.202950685976928 
 29/03/2016, 0.18674639706999 
 30/03/2016, 0.18155478444717 
 31/03/2016, 0.170009738336481 
 01/04/2016, 0.167924567550739 
 02/04/2016, 0.170131914847755 
 03/04/2016, 0.168404826005987 
 04/04/2016, 0.171204136864728 
 05/04/2016, 0.171975266402627 
 06/04/2016, 0.171782221752135 
 07/04/2016, 0.160471298231892 
 08/04/2016, 0.161273223162608 
 09/04/2016, 0.153876577147618 
 10/04/2016, 0.144842704997229 
 11/04/2016, 0.0838291485059451 
 12/04/2016, 0.0774540418759873 
 13/04/2016, 0.0839689151555026 
 14/04/2016, 0.0521873050902732 
 15/04/2016, 0.05492962446916 
 16/04/2016, 0.0344182084527639 
 17/04/2016, 0.0310784182985732 
 18/04/2016, 0.0220779466938671 
 19/04/2016, 0.0182189614746982 
 20/04/2016, 0.0163921630632415 
 21/04/2016, 0.00285450959318731 
 22/04/2016, 0.00274221460510959 
 23/04/2016, 0.00124033388733763 
 24/04/2016, 0.000955011075672894 
 25/04/2016, 0.000735129237163218 
 26/04/2016, 0.00113961895298271 
 27/04/2016, 0.00115094913989539 
 28/04/2016, 0.00251860319970148 
 29/04/2016, 0.0037210654476446 
 30/04/2016, 0.00330739539115136 
 01/05/2016, 0.00473662543763995 
 02/05/2016, 0.00638614422902134 
 03/05/2016, 0.00524740069546784 
 04/05/2016, 0.00429062188264426 
 05/05/2016, 0.0148397908718482 
 06/05/2016, 0.0247031361188787 
 07/05/2016, 0.0402289668166702 
 08/05/2016, 0.0367217888071845 
