NOTE: This file contains default dependent matrixes. There is a matrix for each day. Each element in the matrix 
is the conditional probability of the bank indicated in its row heading going default given the bank indicated in 
 its column heading default.
   
  Date ,    ,  HR,  DIA,  SYS 
10/07/2011, HR, 1,  0.147673035995325,  0.0151401780444847, 
, DIA, 0.494923902234011,  1,  0.0514188495602576, 
, SYS, 0.142755141337803,  0.144659149247576,  1, 
11/07/2011, HR, 1,  0.164232316904703,  0.0155192892291743, 
, DIA, 0.443185594713815,  1,  0.0429559947133192, 
, SYS, 0.145581863295175,  0.149324892537035,  1, 
12/07/2011, HR, 1,  0.205883276576404,  0.0213619014549317, 
, DIA, 0.467970621301593,  1,  0.0497709488189469, 
, SYS, 0.139832075546067,  0.143332705559342,  1, 
13/07/2011, HR, 1,  0.286146092805879,  0.0204733713745253, 
, DIA, 0.168238116623823,  1,  0.0132486551259219, 
, SYS, 0.132096123330575,  0.145390464995056,  1, 
14/07/2011, HR, 1,  0.229201486136271,  0.0141497916779105, 
, DIA, 0.111853996699506,  1,  0.00763362235618734, 
, SYS, 0.148106101981965,  0.163726696660342,  1, 
15/07/2011, HR, 1,  0.178578865695456,  0.0181267661478375, 
, DIA, 0.468292527751083,  1,  0.0486094726884819, 
, SYS, 0.106262906208339,  0.108666354882168,  1, 
16/07/2011, HR, 1,  0.180357619996478,  0.0325847709208108, 
, DIA, 0.717095124340274,  1,  0.126261835257468, 
, SYS, 0.190595934025391,  0.185749983207996,  1, 
17/07/2011, HR, 1,  0.211892557086881,  0.0374309108129145, 
, DIA, 0.698720845129173,  1,  0.121062630906481, 
, SYS, 0.187473932994762,  0.183879199867167,  1, 
18/07/2011, HR, 1,  0.177767930088856,  0.0400357436614605, 
, DIA, 0.77928336718203,  1,  0.168664950228088, 
, SYS, 0.147716111936637,  0.141958963347995,  1, 
19/07/2011, HR, 1,  0.237385032685141,  0.054148779377603, 
, DIA, 0.766738979937321,  1,  0.169516228498962, 
, SYS, 0.146787897462707,  0.142271742331806,  1, 
20/07/2011, HR, 1,  0.0696647526167901,  0.0170325797669452, 
, DIA, 0.822265760224043,  1,  0.18947738720132, 
, SYS, 0.148005605018567,  0.139494155316337,  1, 
21/07/2011, HR, 1,  0.252718687711101,  0.082260804285779, 
, DIA, 0.846088419136353,  1,  0.262206579340029, 
, SYS, 0.0713866310220695,  0.0679655956137676,  1, 
22/07/2011, HR, 1,  0.320049284840799,  0.108023404163842, 
, DIA, 0.840133124996014,  1,  0.272318293670741, 
, SYS, 0.0701098795939566,  0.0673297391315096,  1, 
23/07/2011, HR, 1,  0.429413444817051,  0.135038114089252, 
, DIA, 0.792288736604696,  1,  0.244573640560719, 
, SYS, 0.069943092386511,  0.0686578611449711,  1, 
24/07/2011, HR, 1,  0.419071789655387,  0.148086859080551, 
, DIA, 0.827081291971484,  1,  0.284605448963938, 
, SYS, 0.0795998026963755,  0.0775137788136916,  1, 
25/07/2011, HR, 1,  0.51295815654218,  0.149554462106134, 
, DIA, 0.734735369522701,  1,  0.2147664454107, 
, SYS, 0.082400126944022,  0.082612530994395,  1, 
26/07/2011, HR, 1,  0.528470081767241,  0.131774338803512, 
, DIA, 0.667025933782065,  1,  0.16939261153471, 
, SYS, 0.0839164640753624,  0.0854650360307198,  1, 
27/07/2011, HR, 1,  0.472033354350563,  0.116101907891864, 
, DIA, 0.699165929464553,  1,  0.172930376339315, 
, SYS, 0.133399358936276,  0.134146116102395,  1, 
28/07/2011, HR, 1,  0.344361340624768,  0.0716304165650333, 
, DIA, 0.700695878398208,  1,  0.144668038197711, 
, SYS, 0.151529912205076,  0.150403628560067,  1, 
29/07/2011, HR, 1,  0.362127824423695,  0.0779270701583743, 
, DIA, 0.699610445054645,  1,  0.149603566281429, 
, SYS, 0.0886422978640996,  0.0880846462610576,  1, 
30/07/2011, HR, 1,  0.458588585426541,  0.0896313956303349, 
, DIA, 0.610958473635745,  1,  0.122107983762386, 
, SYS, 0.0996443982623559,  0.101893935939833,  1, 
31/07/2011, HR, 1,  0.223904665795083,  0.0247718994308909, 
, DIA, 0.492331007863763,  1,  0.0556486414059461, 
, SYS, 0.153256729162594,  0.156574403097744,  1, 
01/08/2011, HR, 1,  0.0187878672557736,  0.0016457769745428, 
, DIA, 0.481074155741392,  1,  0.0422594636683664, 
, SYS, 0.153488823716282,  0.153920056274863,  1, 
02/08/2011, HR, 1,  0.00747351958306312,  0.00106730910358502, 
, DIA, 0.689935629243923,  1,  0.0947290104991391, 
, SYS, 0.159401637975542,  0.153250595462189,  1, 
03/08/2011, HR, 1,  0.0188656361530179,  0.00223283550179357, 
, DIA, 0.615690295161803,  1,  0.0711115083489256, 
, SYS, 0.140994317828722,  0.137592232916331,  1, 
04/08/2011, HR, 1,  0.0141389469887127,  0.00161815186268097, 
, DIA, 0.603046825071921,  1,  0.0674690291261386, 
, SYS, 0.133281008779943,  0.130292520412791,  1, 
05/08/2011, HR, 1,  0.0189643252900627,  0.00277540204815411, 
, DIA, 0.692114488116848,  1,  0.0972942216407569, 
, SYS, 0.12906736356064,  0.123975833862543,  1, 
06/08/2011, HR, 1,  0.217298437147445,  0.0460639069988185, 
, DIA, 0.749835993601259,  1,  0.154115802538552, 
, SYS, 0.125354621072737,  0.12153939469651,  1, 
07/08/2011, HR, 1,  0.463190093824399,  0.104289053455402, 
, DIA, 0.676172509736035,  1,  0.153613925262427, 
, SYS, 0.197083323375145,  0.198858193792583,  1, 
08/08/2011, HR, 1,  0.464862143771933,  0.103185752803546, 
, DIA, 0.669792597974082,  1,  0.150212228218731, 
, SYS, 0.198452558420455,  0.200505407854005,  1, 
09/08/2011, HR, 1,  0.413327563488217,  0.0911295122632858, 
, DIA, 0.692411094001072,  1,  0.152841314127509, 
, SYS, 0.176251250751277,  0.176459187468165,  1, 
10/08/2011, HR, 1,  0.405327149097995,  0.0893838540891254, 
, DIA, 0.696709350374092,  1,  0.153582300047632, 
, SYS, 0.18061432539432,  0.180546194423886,  1, 
11/08/2011, HR, 1,  0.408450701766444,  0.0909586476220377, 
, DIA, 0.698841754402824,  1,  0.155553162784783, 
, SYS, 0.181533000120826,  0.181447603927081,  1, 
12/08/2011, HR, 1,  0.588036569076795,  0.10501475184878, 
, DIA, 0.460415101172371,  1,  0.0874746132570753, 
, SYS, 0.180015716548562,  0.191512409111748,  1, 
13/08/2011, HR, 1,  0.400866404202875,  0.0919731308168062, 
, DIA, 0.715220103236792,  1,  0.163448394752579, 
, SYS, 0.209614383129289,  0.20878568372249,  1, 
14/08/2011, HR, 1,  0.420580854766762,  0.119754337117153, 
, DIA, 0.781395083491392,  1,  0.219739571969938, 
, SYS, 0.285563009592121,  0.282031617706597,  1, 
15/08/2011, HR, 1,  0.452644220860155,  0.104463536751425, 
, DIA, 0.694831712173119,  1,  0.16108756539869, 
, SYS, 0.237443857723296,  0.23852592048322,  1, 
16/08/2011, HR, 1,  0.194940886139901,  0.0319033990188708, 
, DIA, 0.68115384033916,  1,  0.109618850904361, 
, SYS, 0.219448427445414,  0.215793564589623,  1, 
17/08/2011, HR, 1,  0.0069814555033086,  0.000693319245332172, 
, DIA, 0.545028610381392,  1,  0.0535039533935759, 
, SYS, 0.138191337670163,  0.136602960674037,  1, 
18/08/2011, HR, 1,  0.0483600949635813,  0.00465546391453165, 
, DIA, 0.522550685872158,  1,  0.0502286349220008, 
, SYS, 0.225888831067437,  0.225549511905325,  1, 
19/08/2011, HR, 1,  0.110295649848014,  0.010789348472553, 
, DIA, 0.509929386402346,  1,  0.050210787132529, 
, SYS, 0.304700263756118,  0.306706502236585,  1, 
20/08/2011, HR, 1,  0.0912566723435668,  0.0148560049404526, 
, DIA, 0.716117114620227,  1,  0.112982004615591, 
, SYS, 0.250683307182596,  0.242947945956451,  1, 
21/08/2011, HR, 1,  0.0666389213648965,  0.0146507025625841, 
, DIA, 0.804689707226032,  1,  0.168444041781357, 
, SYS, 0.249794089663211,  0.237836701539707,  1, 
22/08/2011, HR, 1,  0.091740727322011,  0.0203147732003373, 
, DIA, 0.806018878473945,  1,  0.171125938681226, 
, SYS, 0.323872910583803,  0.310524202077689,  1, 
23/08/2011, HR, 1,  0.293600663971084,  0.0494779174726009, 
