NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 10/07/2011,  0.559807783271868,  0.160618032304108,  0.0778713070997776,  0.160618032304108, 
 11/07/2011,  0.516941305496079,  0.178247470636014,  0.0718261523820311,  0.178247470636014, 
 12/07/2011,  0.535266754072671,  0.222643774747269,  0.0725359642442212,  0.222643774747269, 
 13/07/2011,  0.274100537761699,  0.306893064516772,  0.0262337017342821,  0.306893064516772, 
 14/07/2011,  0.240238598964728,  0.246823859215385,  0.0197215379353062,  0.246823859215385, 
 15/07/2011,  0.519187283375971,  0.194302209048537,  0.0553681489029858,  0.194302209048537, 
 16/07/2011,  0.763863718351801,  0.194746834330873,  0.143827346067767,  0.194746834330873, 
 17/07/2011,  0.747857593990674,  0.228148797304625,  0.13833712961011,  0.228148797304625, 
 18/07/2011,  0.80701042204688,  0.192813226193436,  0.119989054375484,  0.192813226193436, 
 19/07/2011,  0.795925067158163,  0.255918309021781,  0.117601875701339,  0.255918309021781, 
 20/07/2011,  0.844450028859886,  0.0764186102877793,  0.125821323195031,  0.0764186102877793, 
 21/07/2011,  0.855175947985686,  0.273789116887003,  0.0622993966127314,  0.273789116887003, 
 22/07/2011,  0.849412603598736,  0.344178865714999,  0.0608306559928804,  0.344178865714999, 
 23/07/2011,  0.804436638568261,  0.456240684709927,  0.0577952510927247,  0.456240684709927, 
 24/07/2011,  0.838528190144272,  0.445497916391092,  0.0681529024958558,  0.445497916391092, 
 25/07/2011,  0.753275319837808,  0.539678571219375,  0.0638601755863756,  0.539678571219375, 
 26/07/2011,  0.69107317880079,  0.554999511012244,  0.0598691892758011,  0.554999511012244, 
 27/07/2011,  0.733757265000724,  0.497286341259953,  0.0988080213083992,  0.497286341259953, 
 28/07/2011,  0.739896912717233,  0.367044113248185,  0.112328976077934,  0.367044113248185, 
 29/07/2011,  0.722387145360828,  0.387047159437297,  0.0658655730820758,  0.387047159437297, 
 30/07/2011,  0.644802561917475,  0.484720217771919,  0.0658003075442252,  0.484720217771919, 
 31/07/2011,  0.56247769577908,  0.241401716588788,  0.0831104072869186,  0.241401716588788, 
 01/08/2011,  0.553052403332442,  0.0206817987025219,  0.0815114592243679,  0.0206817987025219, 
 02/08/2011,  0.732803826013269,  0.0082369538991958,  0.116533948438189,  0.0082369538991958, 
 03/08/2011,  0.663250030789891,  0.0208076392176603,  0.0934345658876811,  0.0208076392176603, 
 04/08/2011,  0.649549008744149,  0.015615657291108,  0.086778815515735,  0.015615657291108, 
 05/08/2011,  0.726390978487165,  0.0209502558367562,  0.0947909692598702,  0.0209502558367562, 
 06/08/2011,  0.776554003755669,  0.235185931709463,  0.0986365975397611,  0.235185931709463, 
 07/08/2011,  0.73202367787957,  0.486510084830665,  0.141232154700219,  0.486510084830665, 
 08/08/2011,  0.727222503468411,  0.488142451043571,  0.141022633803246,  0.488142451043571, 
 09/08/2011,  0.73954212363718,  0.436797764241652,  0.129120245726828,  0.436797764241652, 
 10/08/2011,  0.744327478306771,  0.428553289866077,  0.132996158882954,  0.428553289866077, 
 11/08/2011,  0.746353402444428,  0.4317014540386,  0.134021334877289,  0.4317014540386, 
 12/08/2011,  0.548848152628247,  0.610760823906214,  0.0915826746540042,  0.610760823906214, 
 13/08/2011,  0.767185090481923,  0.423205746259476,  0.157649401878445,  0.423205746259476, 
 14/08/2011,  0.835830236056698,  0.441096204130865,  0.23112785793975,  0.441096204130865, 
 15/08/2011,  0.758450285833619,  0.474738762877826,  0.173825273249043,  0.474738762877826, 
 16/08/2011,  0.742555919209033,  0.209605867788713,  0.158046230428283,  0.209605867788713, 
 17/08/2011,  0.600992441613198,  0.00771049170006367,  0.0822271602975018,  0.00771049170006367, 
 18/08/2011,  0.620138130603614,  0.0526439255177341,  0.12830141686651,  0.0526439255177341, 
 19/08/2011,  0.646767831440209,  0.118379740097841,  0.167861866265516,  0.118379740097841, 
 20/08/2011,  0.778498661067561,  0.0987692319037476,  0.188301734855692,  0.0987692319037476, 
 21/08/2011,  0.846775084559517,  0.0723228204106377,  0.20770871320788,  0.0723228204106377, 
 22/08/2011,  0.860970941992258,  0.0985702740757905,  0.26892083330558,  0.0985702740757905, 
 23/08/2011,  0.745965175792122,  0.311035727286758,  0.200426238033265,  0.311035727286758, 
 24/08/2011,  0.730578814097422,  0.197330356619889,  0.148692034689185,  0.197330356619889, 
 25/08/2011,  0.798344933003452,  0.130773567541499,  0.186477924349177,  0.130773567541499, 
 26/08/2011,  0.795560847200537,  0.243114986390716,  0.18549195639816,  0.243114986390716, 
 27/08/2011,  0.79389286676834,  0.356425633038557,  0.221088085435315,  0.356425633038557, 
