NOTE: Column 2 below contains the conditional probabilities 
         P(all banks in idxProb going default|all banks in idxGiven default)
where idxProb and idxGiven are defined in the setting file as follows: 
         idxProb=(HR)
         idxGiven=(SYS)
 
  Date ,  P(idxProb going default|idxGiven default) 
 10/07/2011, 0.0151401770535653 
 11/07/2011, 0.0155192892290966 
 12/07/2011, 0.021361900613203 
 13/07/2011, 0.0204733713702276 
 14/07/2011, 0.0141497916450046 
 15/07/2011, 0.0181267659749903 
 16/07/2011, 0.0325847708645251 
 17/07/2011, 0.0374309105466738 
 18/07/2011, 0.0400357427256459 
 19/07/2011, 0.0541487793692194 
 20/07/2011, 0.0170325797680973 
 21/07/2011, 0.0822607994434658 
 22/07/2011, 0.108023403439408 
 23/07/2011, 0.135038113778157 
 24/07/2011, 0.148086857400082 
 25/07/2011, 0.149554462071139 
 26/07/2011, 0.131774337502728 
 27/07/2011, 0.116101905814291 
 28/07/2011, 0.0716304142419793 
 29/07/2011, 0.0779270810228723 
 30/07/2011, 0.0896313969810608 
 31/07/2011, 0.0247718949133114 
 01/08/2011, 0.00164577698074207 
 02/08/2011, 0.00106730907691317 
 03/08/2011, 0.00223283559979692 
 04/08/2011, 0.00161815186294391 
 05/08/2011, 0.00277540158611093 
 06/08/2011, 0.0460639070264356 
 07/08/2011, 0.104289059824748 
 08/08/2011, 0.103185752021475 
 09/08/2011, 0.0911295182190849 
 10/08/2011, 0.0893838472540502 
 11/08/2011, 0.0909586473892374 
 12/08/2011, 0.105014752151051 
 13/08/2011, 0.0919731274368988 
 14/08/2011, 0.119754336981729 
 15/08/2011, 0.104463539607026 
 16/08/2011, 0.0319033985529567 
 17/08/2011, 0.000693319245086425 
 18/08/2011, 0.00465546419191857 
 19/08/2011, 0.0107893487272227 
 20/08/2011, 0.0148560048350894 
 21/08/2011, 0.0146507025863492 
 22/08/2011, 0.0203147748077398 
 23/08/2011, 0.0494779173486404 
 24/08/2011, 0.02877075176872 
 25/08/2011, 0.0223378734670315 
 26/08/2011, 0.0459832469953762 
 27/08/2011, 0.0716637011435744 
