  Date ,  Banking Stability Indexes 
 10/07/2011, 1.08202348011108 
 11/07/2011, 1.07565371470594 
 12/07/2011, 1.09612419918471 
 13/07/2011, 1.04681779982869 
 14/07/2011, 1.0275154976581 
 15/07/2011, 1.09263938177177 
 16/07/2011, 1.16115320711795 
 17/07/2011, 1.17030038789087 
 18/07/2011, 1.18698555812978 
 19/07/2011, 1.22082420543043 
 20/07/2011, 1.13108878322183 
 21/07/2011, 1.26196766143998 
 22/07/2011, 1.31594553546963 
 23/07/2011, 1.38287725013062 
 24/07/2011, 1.39351646970587 
 25/07/2011, 1.41274763651575 
 26/07/2011, 1.3804400473591 
 27/07/2011, 1.34564531907594 
 28/07/2011, 1.25483995067969 
 29/07/2011, 1.28095504053827 
 30/07/2011, 1.29306367504376 
 31/07/2011, 1.10694441603876 
 01/08/2011, 1.03895404453321 
 02/08/2011, 1.06532664489741 
 03/08/2011, 1.05624549140217 
 04/08/2011, 1.05180425015509 
 05/08/2011, 1.0666800902177 
 06/08/2011, 1.20012297983002 
 07/08/2011, 1.30725440228093 
 08/08/2011, 1.30350230093488 
 09/08/2011, 1.28962196617816 
 10/08/2011, 1.28621450197668 
 11/08/2011, 1.28954049352106 
 12/08/2011, 1.2497157694243 
 13/08/2011, 1.29047454652823 
 14/08/2011, 1.350228402233 
 15/08/2011, 1.30531282198208 
 16/08/2011, 1.15153456069021 
 17/08/2011, 1.04217306089741 
 18/08/2011, 1.05338446765106 
 19/08/2011, 1.06493094889622 
 20/08/2011, 1.1165532532409 
 21/08/2011, 1.14082620488939 
 22/08/2011, 1.16211773881211 
 23/08/2011, 1.1811083981106 
 24/08/2011, 1.14201094482176 
 25/08/2011, 1.14202837261653 
 26/08/2011, 1.19700047464753 
 27/08/2011, 1.24337032816366 
