NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 11/07/2011,  0.306973405749378,  0.87653516342248,  0.0939942148830353,  0.87653516342248, 
 12/07/2011,  0.449526821152146,  0.857891351224121,  0.185784884819593,  0.857891351224121, 
 13/07/2011,  0.391158297880551,  0.869896677817019,  0.137891623441964,  0.869896677817019, 
 14/07/2011,  0.374672643606006,  0.886702316834993,  0.138353600267618,  0.886702316834993, 
 15/07/2011,  0.350536875828252,  0.871346345380418,  0.123268456249344,  0.871346345380418, 
 16/07/2011,  0.4670635626866,  0.814167059717809,  0.189820041928414,  0.814167059717809, 
 17/07/2011,  0.559941537593232,  0.766333375307628,  0.27901666314931,  0.766333375307628, 
 18/07/2011,  0.484329691317997,  0.766593415400956,  0.214348485459595,  0.766593415400956, 
 19/07/2011,  0.586689338702094,  0.701677547461266,  0.302928254871687,  0.701677547461266, 
 20/07/2011,  0.675663253360534,  0.554089286930543,  0.388034579872845,  0.554089286930543, 
 21/07/2011,  0.72995875777461,  0.422251609190266,  0.450314154209043,  0.422251609190266, 
 22/07/2011,  0.701386340159785,  0.415041189930393,  0.401297446253025,  0.415041189930393, 
 23/07/2011,  0.594218756320926,  0.576284899066006,  0.309514212220847,  0.576284899066006, 
 24/07/2011,  0.60298521562387,  0.52616864407287,  0.317995790048965,  0.52616864407287, 
 25/07/2011,  0.624270407651194,  0.454956571986754,  0.338084530962323,  0.454956571986754, 
 26/07/2011,  0.578418192241211,  0.485837189478555,  0.233093965044607,  0.485837189478555, 
 27/07/2011,  0.492227057171735,  0.485826459134255,  0.207806543286157,  0.485826459134255, 
 28/07/2011,  0.613002584373679,  0.298559860928288,  0.322025921824619,  0.298559860928288, 
 29/07/2011,  0.58446730056053,  0.132802861941764,  0.28052068528227,  0.132802861941764, 
 30/07/2011,  0.597970517359632,  0.11604773194916,  0.26143837096512,  0.11604773194916, 
 31/07/2011,  0.460348578371502,  0.201150876130811,  0.169996769867376,  0.201150876130811, 
 01/08/2011,  0.487962317676416,  0.362941253864512,  0.215680834169769,  0.362941253864512, 
 02/08/2011,  0.528029315931186,  0.374608239637684,  0.219807640763829,  0.374608239637684, 
 03/08/2011,  0.58773015499987,  0.253025123152244,  0.29827517430871,  0.253025123152244, 
 04/08/2011,  0.581264639928281,  0.361598965474548,  0.288406672342964,  0.361598965474548, 
 05/08/2011,  0.47316174171468,  0.581957209398622,  0.166370193439748,  0.581957209398622, 
 06/08/2011,  0.488522171714562,  0.597025253455602,  0.203986724112266,  0.597025253455602, 
 07/08/2011,  0.410466856561928,  0.605407139731181,  0.161621481699027,  0.605407139731181, 
 08/08/2011,  0.425750980780877,  0.570529793889045,  0.173062882464651,  0.570529793889045, 
 09/08/2011,  0.580055093702051,  0.272429313569587,  0.296573087832748,  0.272429313569587, 
 10/08/2011,  0.590345112668832,  0.275964880294899,  0.304093072427076,  0.275964880294899, 
 11/08/2011,  0.424692386468807,  0.296175825787825,  0.170391163484881,  0.296175825787825, 
 12/08/2011,  0.512940709834073,  0.141502819058001,  0.149562977388943,  0.141502819058001, 
 13/08/2011,  0.430249940972145,  0.131607634098734,  0.157492604381627,  0.131607634098734, 
 14/08/2011,  0.371661154294665,  0.119078595686258,  0.110813857688821,  0.119078595686258, 
 15/08/2011,  0.331533293158579,  0.00140900131565041,  0.0593880533933279,  0.00140900131565041, 
 16/08/2011,  0.393387232248409,  0.00254940660653331,  0.0782121870637123,  0.00254940660653331, 
 17/08/2011,  0.405019672701509,  0.00201941960171286,  0.11677402092883,  0.00201941960171286, 
 18/08/2011,  0.558444719932273,  0.00103117671923769,  0.274819771456053,  0.00103117671923769, 
 19/08/2011,  0.584867162238337,  0.101848621962912,  0.222950095444822,  0.101848621962912, 
 20/08/2011,  0.57730530368125,  0.130500608778102,  0.256154046676736,  0.130500608778102, 
 21/08/2011,  0.705489405972457,  0.100363185983357,  0.389362763901069,  0.100363185983357, 
 22/08/2011,  0.620504507186952,  0.205107451573632,  0.333965438605637,  0.205107451573632, 
