NOTE: This file contains pair joint default matrixes. There is a matrix for each day. Each element in 
the matrix is the joint probability of banks indicated in its row and  column headings going default. 
   
  Date ,    ,  HR,  DIA,  SYS 
11/07/2011, HR, 0.255415674784436,  0.0436407348188773,  0.0587726805718603, 
, DIA, 0.0436407348188773,  0.0576755842299407,  0.0273891987704083, 
, SYS, 0.0587726805718603,  0.0273891987704083,  0.0730667610374837, 
12/07/2011, HR, 0.26405178548992,  0.0756796892608915,  0.092075500193863, 
, DIA, 0.0756796892608915,  0.100794629216644,  0.057183033999779, 
, SYS, 0.092075500193863,  0.057183033999779,  0.116081741906771, 
13/07/2011, HR, 0.266540501694898,  0.0570425532773299,  0.0839706783221017, 
, DIA, 0.0570425532773299,  0.0742290156859014,  0.0422506528277333, 
, SYS, 0.0839706783221017,  0.0422506528277333,  0.105204738811707, 
14/07/2011, HR, 0.292624877144085,  0.0774363968107163,  0.0726878452607652, 
, DIA, 0.0774363968107163,  0.100797386547219,  0.0456587342146595, 
, SYS, 0.0726878452607652,  0.0456587342146595,  0.0870301286923633, 
15/07/2011, HR, 0.257086313972608,  0.0627961236655669,  0.0590127425053519, 
, DIA, 0.0627961236655669,  0.0851676191754079,  0.0363697319256733, 
, SYS, 0.0590127425053519,  0.0363697319256733,  0.0726816754621432, 
16/07/2011, HR, 0.211573125986192,  0.0579634331911997,  0.0810154870728344, 
, DIA, 0.0579634331911997,  0.0827835971636564,  0.0493274935718259, 
, SYS, 0.0810154870728344,  0.0493274935718259,  0.110962708696122, 
17/07/2011, HR, 0.191577049136837,  0.0809297249309555,  0.0797954098971532, 
, DIA, 0.0809297249309555,  0.129502886914406,  0.0697518732316152, 
, SYS, 0.0797954098971532,  0.0697518732316152,  0.113993453249845, 
18/07/2011, HR, 0.17134465147961,  0.0561460911280269,  0.0635686796373703, 
, DIA, 0.0561460911280269,  0.0901049695679281,  0.0479099695264247, 
, SYS, 0.0635686796373703,  0.0479099695264247,  0.0929631220068268, 
19/07/2011, HR, 0.15233862278291,  0.0670719204988446,  0.0684512025480003, 
, DIA, 0.0670719204988446,  0.120962060385979,  0.0657676374158975, 
, SYS, 0.0684512025480003,  0.0657676374158975,  0.109202546672359, 
20/07/2011, HR, 0.104406007292962,  0.0577880894252512,  0.0532683548187405, 
, DIA, 0.0577880894252512,  0.143946969266321,  0.0731166299687395, 
, SYS, 0.0532683548187405,  0.0731166299687395,  0.108746891272197, 
21/07/2011, HR, 0.0744364028376399,  0.0436039404655124,  0.0442513302188986, 
, DIA, 0.0436039404655124,  0.142620359448245,  0.0793833945037855, 
, SYS, 0.0442513302188986,  0.0793833945037855,  0.122836713682277, 
22/07/2011, HR, 0.0672577615540328,  0.0332381132979263,  0.0409259301368778, 
, DIA, 0.0332381132979263,  0.105199872004537,  0.0650305769676076, 
, SYS, 0.0409259301368778,  0.0650305769676076,  0.122734945417532, 
23/07/2011, HR, 0.0953581104443778,  0.0440021893317433,  0.042176081008458, 
, DIA, 0.0440021893317433,  0.106737377636097,  0.0512154512548005, 
, SYS, 0.042176081008458,  0.0512154512548005,  0.0846223564210025, 
24/07/2011, HR, 0.08078679055785,  0.0367800833296679,  0.0376230145768525, 
, DIA, 0.0367800833296679,  0.0983877331477555,  0.0488243816675945, 
, SYS, 0.0376230145768525,  0.0488243816675945,  0.0847050430234684, 
25/07/2011, HR, 0.0648386273652267,  0.0306453219091264,  0.0317524516200268, 
, DIA, 0.0306453219091264,  0.0971706219478497,  0.0481824823863937, 
, SYS, 0.0317524516200268,  0.0481824823863937,  0.0842614833570328, 
26/07/2011, HR, 0.0647713526053027,  0.0339531075981824,  0.0186096324697071, 
, DIA, 0.0339531075981824,  0.126801989168567,  0.0310758659951953, 
, SYS, 0.0186096324697071,  0.0310758659951953,  0.0428699389813893, 
27/07/2011, HR, 0.0563554581656774,  0.0229508716923792,  0.0164998427854983, 
, DIA, 0.0229508716923792,  0.0811706912677121,  0.0241053832983712, 
, SYS, 0.0164998427854983,  0.0241053832983712,  0.0401885697550505, 
28/07/2011, HR, 0.033390760511974,  0.0144780971363564,  0.0167432239860239, 
, DIA, 0.0144780971363564,  0.0734577573334762,  0.0360152005195027, 
, SYS, 0.0167432239860239,  0.0360152005195027,  0.0733696767251859, 
29/07/2011, HR, 0.0115630673825383,  0.00423624703842718,  0.00576566622125366, 
, DIA, 0.00423624703842718,  0.0503856434244936,  0.0244247690155224, 
, SYS, 0.00576566622125366,  0.0244247690155224,  0.063646195138569, 
30/07/2011, HR, 0.010219677660158,  0.00329875472510769,  0.00548412716534464, 
, DIA, 0.00329875472510769,  0.0420468775061854,  0.0230234219725179, 
, SYS, 0.00548412716534464,  0.0230234219725179,  0.0735734533232774, 
31/07/2011, HR, 0.0150317656416912,  0.00354058258214689,  0.0059346206757429, 
, DIA, 0.00354058258214689,  0.028761860106878,  0.0127036559590942, 
, SYS, 0.0059346206757429,  0.0127036559590942,  0.0459898491548617, 
01/08/2011, HR, 0.0346582974639171,  0.0131716596484167,  0.0112154139054336, 
, DIA, 0.0131716596484167,  0.0648112206959637,  0.0205959790853691, 
, SYS, 0.0112154139054336,  0.0205959790853691,  0.0389665812236543, 
02/08/2011, HR, 0.0386073314548157,  0.0176862355297387,  0.0111857536094889, 
, DIA, 0.0176862355297387,  0.0910210519434665,  0.0226534963982699, 
, SYS, 0.0111857536094889,  0.0226534963982699,  0.0353963326702649, 
03/08/2011, HR, 0.0253537364220627,  0.0103552500583479,  0.0121082957872659, 
, DIA, 0.0103552500583479,  0.0644429028366829,  0.0298879026052289, 
, SYS, 0.0121082957872659,  0.0298879026052289,  0.0643405364624578, 
04/08/2011, HR, 0.0411704429441406,  0.0160407766897907,  0.0197639765530706, 
, DIA, 0.0160407766897907,  0.0653441395164045,  0.0328370145259257, 
, SYS, 0.0197639765530706,  0.0328370145259257,  0.0717697235115968, 
05/08/2011, HR, 0.0793693280896557,  0.0176630921579263,  0.0330961358424461, 
, DIA, 0.0176630921579263,  0.0394860422319797,  0.022690143432076, 
, SYS, 0.0330961358424461,  0.022690143432076,  0.0744237146696484, 
06/08/2011, HR, 0.0860482512642519,  0.0247167526842887,  0.034872426924275, 
, DIA, 0.0247167526842887,  0.0551921413111129,  0.0294002654493381, 
, SYS, 0.034872426924275,  0.0294002654493381,  0.0727714637465274, 
07/08/2011, HR, 0.0788961183405738,  0.0215169940098886,  0.023618554924085, 
, DIA, 0.0215169940098886,  0.0518373379344724,  0.0210623671644242, 
, SYS, 0.023618554924085,  0.0210623671644242,  0.0477139900517511, 
08/08/2011, HR, 0.0705009288212108,  0.0210503790046057,  0.0211665602658966, 
, DIA, 0.0210503790046057,  0.0558962769281067,  0.021385553817258, 
, SYS, 0.0211665602658966,  0.021385553817258,  0.0453905227689645, 
09/08/2011, HR, 0.0273933132498844,  0.0122620634983913,  0.0117516872373996, 
, DIA, 0.0122620634983913,  0.0765309818969283,  0.0298210185616661, 
, SYS, 0.0117516872373996,  0.0298210185616661,  0.0550381067777549, 
10/08/2011, HR, 0.0284123345520777,  0.013326873937174,  0.0120862032421335, 
, DIA, 0.013326873937174,  0.0833656831399752,  0.0313083105977892, 
