  Date ,  Banking Stability Indexes 
 21/03/2016, 1.94744601107684 
 22/03/2016, 1.9057957717707 
 23/03/2016, 1.88335438977374 
 24/03/2016, 1.78313381154391 
 25/03/2016, 1.74532670045169 
 26/03/2016, 1.71578794174404 
 27/03/2016, 1.6132908641453 
 28/03/2016, 1.56801380560476 
 29/03/2016, 1.57512051817456 
 30/03/2016, 1.53594664389896 
 31/03/2016, 1.55698956061764 
 01/04/2016, 1.46459958143067 
 02/04/2016, 1.45272068375682 
 03/04/2016, 1.47738334774315 
 04/04/2016, 1.46979561103403 
 05/04/2016, 1.48952771550028 
 06/04/2016, 1.43517678869236 
 07/04/2016, 1.42873960034293 
 08/04/2016, 1.37654020918413 
 09/04/2016, 1.26929568635582 
 10/04/2016, 1.26879040871628 
 11/04/2016, 1.25988144310456 
 12/04/2016, 1.25893056827242 
 13/04/2016, 1.35997848627218 
 14/04/2016, 1.29347814391943 
 15/04/2016, 1.30529939800577 
 16/04/2016, 1.22883348283689 
 17/04/2016, 1.2061930563075 
 18/04/2016, 1.28679524780308 
 19/04/2016, 1.27714292858698 
 20/04/2016, 1.25231434102399 
 21/04/2016, 1.30497683195031 
 22/04/2016, 1.33680328682308 
 23/04/2016, 1.37217185570313 
 24/04/2016, 1.38458521365544 
 25/04/2016, 1.45980257932563 
 26/04/2016, 1.47137989440825 
 27/04/2016, 1.55240631455422 
 28/04/2016, 1.53900665557671 
 29/04/2016, 1.56196321576772 
 30/04/2016, 1.57604767691991 
 01/05/2016, 1.60486363631294 
 02/05/2016, 1.61345783464936 
 03/05/2016, 1.59119380930127 
 04/05/2016, 1.61500817957725 
 05/05/2016, 1.61569680786801 
 06/05/2016, 1.57551487535664 
 07/05/2016, 1.56442443043605 
 08/05/2016, 1.56451712034407 
 09/05/2016, 1.58648381485969 
 10/05/2016, 1.5805734205791 
 11/05/2016, 1.55148320996525 
 12/05/2016, 1.5592892684144 
 13/05/2016, 1.46676779560573 
 14/05/2016, 1.45531240831728 
 15/05/2016, 1.45055656553359 
 16/05/2016, 1.45629609484253 
 17/05/2016, 1.41064713596886 
 18/05/2016, 1.35871576374024 
 19/05/2016, 1.36015433218275 
 20/05/2016, 1.31895050625615 
 21/05/2016, 1.24708614676676 
 22/05/2016, 1.21069404466483 
