NOTE: This file contains pair joint default matrixes. There is a matrix for each day. Each element in 
the matrix is the joint probability of banks indicated in its row and  column headings going default. 
   
  Date ,    ,  HR,  DIA,  SYS 
21/03/2016, HR, 0.0272916936346568,  0.00635125228352832,  0.00579929497769672, 
, DIA, 0.00635125228352832,  0.0395571402052065,  0.00828003644387386, 
, SYS, 0.00579929497769672,  0.00828003644387386,  0.0113825164447548, 
22/03/2016, HR, 0.0290180949775152,  0.00420215270639291,  0.00349777236950879, 
, DIA, 0.00420215270639291,  0.0267256887072688,  0.00398741957960598, 
, SYS, 0.00349777236950879,  0.00398741957960598,  0.00615580299093858, 
23/03/2016, HR, 0.0258255328679534,  0.00389976874710606,  0.00329729563988704, 
, DIA, 0.00389976874710606,  0.0271812047884554,  0.00405024757125732, 
, SYS, 0.00329729563988704,  0.00405024757125732,  0.00615852263193031, 
24/03/2016, HR, 0.0326456866309082,  0.00452098828820982,  0.00401787830492195, 
, DIA, 0.00452098828820982,  0.0253759868621795,  0.00418264865821687, 
, SYS, 0.00401787830492195,  0.00418264865821687,  0.00668889072710941, 
25/03/2016, HR, 0.0352381887396157,  0.00338063905652531,  0.00365718114109304, 
, DIA, 0.00338063905652531,  0.017224474437601,  0.00296518928626328, 
, SYS, 0.00365718114109304,  0.00296518928626328,  0.00569603364090305, 
26/03/2016, HR, 0.0359832919623515,  0.0026371808515183,  0.00418288741547434, 
, DIA, 0.0026371808515183,  0.0119344429540669,  0.00261427531184651, 
, SYS, 0.00418288741547434,  0.00261427531184651,  0.00633134823414466, 
27/03/2016, HR, 0.0374737393468437,  0.00234731524925426,  0.00470893893810195, 
, DIA, 0.00234731524925426,  0.00971154310604508,  0.00244898316449072, 
, SYS, 0.00470893893810195,  0.00244898316449072,  0.00696028456770386, 
28/03/2016, HR, 0.0464748108767666,  0.00126686901045286,  0.00585108191769263, 
, DIA, 0.00126686901045286,  0.00410655195943441,  0.00129776251682397, 
, SYS, 0.00585108191769263,  0.00129776251682397,  0.00783444759342152, 
29/03/2016, HR, 0.0411684073557078,  0.0011290461056069,  0.00664979889410589, 
, DIA, 0.0011290461056069,  0.00367194841038948,  0.00135060547395666, 
, SYS, 0.00664979889410589,  0.00135060547395666,  0.00927584361343285, 
30/03/2016, HR, 0.0398078161713073,  0.00119885652786779,  0.00651549013078024, 
, DIA, 0.00119885652786779,  0.00399745254397976,  0.00145752507013653, 
, SYS, 0.00651549013078024,  0.00145752507013653,  0.00920817567655625, 
31/03/2016, HR, 0.0397994122613169,  0.000539660798187129,  0.00451613001346633, 
, DIA, 0.000539660798187129,  0.00197203285646843,  0.000573219254278459, 
, SYS, 0.00451613001346633,  0.000573219254278459,  0.00620500060078063, 
01/04/2016, HR, 0.0373616474333313,  4.41999638681444E-05,  0.00131187277304523, 
, DIA, 4.41999638681444E-05,  0.00023305704308871,  2.6000017513309E-05, 
, SYS, 0.00131187277304523,  2.6000017513309E-05,  0.00176956177670831, 
02/04/2016, HR, 0.0258896288582498,  3.81117480402413E-05,  0.000777888617290806, 
, DIA, 3.81117480402413E-05,  0.000286672467770705,  2.35808101790738E-05, 
, SYS, 0.000777888617290806,  2.35808101790738E-05,  0.00117334594036806, 
03/04/2016, HR, 0.0254710157096995,  1.9043773677959E-05,  0.000478626324626564, 
, DIA, 1.9043773677959E-05,  0.000159169595276532,  8.39082015111254E-06, 
, SYS, 0.000478626324626564,  8.39082015111254E-06,  0.000721928666771884, 
04/04/2016, HR, 0.0266442720838946,  1.79228122769195E-05,  0.000446569673648953, 
, DIA, 1.79228122769195E-05,  0.000146475169366606,  7.0580101217295E-06, 
, SYS, 0.000446569673648953,  7.0580101217295E-06,  0.000662748712066685, 
05/04/2016, HR, 0.0300032527446069,  7.07679491236354E-05,  0.00237870221802213, 
, DIA, 7.07679491236354E-05,  0.000355172651739798,  7.33290046997292E-05, 
, SYS, 0.00237870221802213,  7.33290046997292E-05,  0.00347344390750501, 
06/04/2016, HR, 0.0346112610543576,  0.000138621864177058,  0.0020407869718213, 
, DIA, 0.000138621864177058,  0.000683115070674722,  0.000114533383767944, 
, SYS, 0.0020407869718213,  0.000114533383767944,  0.00284419842449216, 
07/04/2016, HR, 0.0409209271285508,  0.000189919380328972,  0.00558612552380595, 
, DIA, 0.000189919380328972,  0.00062749792855079,  0.000218799221071209, 
, SYS, 0.00558612552380595,  0.000218799221071209,  0.00758272199674872, 
08/04/2016, HR, 0.0438735712976522,  0.000417895905772259,  0.00726911002878268, 
, DIA, 0.000417895905772259,  0.00124814317246348,  0.000501867908329387, 
, SYS, 0.00726911002878268,  0.000501867908329387,  0.00980590223633577, 
09/04/2016, HR, 0.0451106124111192,  0.00104093498437027,  0.0128173436284586, 
, DIA, 0.00104093498437027,  0.00269606834409314,  0.00148948879966643, 
, SYS, 0.0128173436284586,  0.00148948879966643,  0.0179712481938522, 
10/04/2016, HR, 0.0380220555605652,  0.000842335298704878,  0.00903854512689568, 
, DIA, 0.000842335298704878,  0.00254983377146357,  0.00121611919537497, 
, SYS, 0.00903854512689568,  0.00121611919537497,  0.0131453153585854, 
11/04/2016, HR, 0.0385238223859445,  0.000593209865555935,  0.0111008376425206, 
, DIA, 0.000593209865555935,  0.00168681304007689,  0.000917195088518509, 
, SYS, 0.0111008376425206,  0.000917195088518509,  0.0162975139929527, 
12/04/2016, HR, 0.0431960742641625,  0.000576917199580102,  0.0124808885211613, 
, DIA, 0.000576917199580102,  0.00151704702907247,  0.000848987453865102, 
, SYS, 0.0124808885211613,  0.000848987453865102,  0.0176469942872724, 
