  Date ,  Banking Stability Indexes 
 21/03/2016, 1.26781696488008 
 22/03/2016, 1.18383136364698 
 23/03/2016, 1.18579733173726 
 24/03/2016, 1.19184731478133 
 25/03/2016, 1.1660322025453 
 26/03/2016, 1.17050894036634 
 27/03/2016, 1.17458818966758 
 28/03/2016, 1.14891222288722 
 29/03/2016, 1.18123654250521 
 30/03/2016, 1.18544857317833 
 31/03/2016, 1.12353893879711 
 01/04/2016, 1.03594631971572 
 02/04/2016, 1.03118305624954 
 03/04/2016, 1.01940453261289 
 04/04/2016, 1.01733229800507 
 05/04/2016, 1.07917177696684 
 06/04/2016, 1.06197058494504 
 07/04/2016, 1.13541235154403 
 08/04/2016, 1.16734063512122 
 09/04/2016, 1.28168626125472 
 10/04/2016, 1.24020115718022 
 11/04/2016, 1.27247973004293 
 12/04/2016, 1.27393052362351 
 13/04/2016, 1.31918909551737 
 14/04/2016, 1.26927456528022 
 15/04/2016, 1.27504655915068 
 16/04/2016, 1.27386512443939 
 17/04/2016, 1.2764121032757 
 18/04/2016, 1.32320880477029 
 19/04/2016, 1.34217466683709 
 20/04/2016, 1.35783536737133 
 21/04/2016, 1.35186055071835 
 22/04/2016, 1.36545261944976 
 23/04/2016, 1.50655386578903 
 24/04/2016, 1.57389761559808 
 25/04/2016, 1.55053297974861 
 26/04/2016, 1.5769071515349 
 27/04/2016, 1.58539089471704 
 28/04/2016, 1.55410904464415 
 29/04/2016, 1.60483344341244 
 30/04/2016, 1.60400382569515 
 01/05/2016, 1.59796015981005 
 02/05/2016, 1.60780069522892 
 03/05/2016, 1.60487373278044 
 04/05/2016, 1.60436459492911 
 05/05/2016, 1.52013022800654 
 06/05/2016, 1.5165231740909 
 07/05/2016, 1.44544929113427 
 08/05/2016, 1.39081013005366 
 09/05/2016, 1.27090371316053 
 10/05/2016, 1.28363243797845 
 11/05/2016, 1.25836920664645 
 12/05/2016, 1.27730591695042 
 13/05/2016, 1.23954308182059 
 14/05/2016, 1.25888419197296 
 15/05/2016, 1.31979148262276 
 16/05/2016, 1.33336073715873 
 17/05/2016, 1.37932371119785 
 18/05/2016, 1.34346824782636 
 19/05/2016, 1.32040803172988 
 20/05/2016, 1.34132136038875 
 21/05/2016, 1.34334689143405 
 22/05/2016, 1.33758706603732 
 23/05/2016, 1.21740633787618 
 24/05/2016, 1.1734130660557 
 25/05/2016, 1.16980826245886 
 26/05/2016, 1.12737188616809 
 27/05/2016, 1.11513812642655 
 28/05/2016, 1.11454098200943 
 29/05/2016, 1.06201199716571 
 30/05/2016, 1.0601301467838 
 31/05/2016, 1.05305490652085 
 01/06/2016, 1.05368719894153 
 02/06/2016, 1.05611245263492 
 03/06/2016, 1.04518432239446 
 04/06/2016, 1.05009171488094 
 05/06/2016, 1.04721908961932 
 06/06/2016, 1.05853758408822 
 07/06/2016, 1.06848352321088 
 08/06/2016, 1.06816232710941 
 09/06/2016, 1.06300397492359 
 10/06/2016, 1.06828455031546 
 11/06/2016, 1.06539506223599 
 12/06/2016, 1.0594352638798 
 13/06/2016, 1.06057887166248 
 14/06/2016, 1.04887467277088 
 15/06/2016, 1.03751556665292 
 16/06/2016, 1.03383422666569 
 17/06/2016, 1.03239847292633 
 18/06/2016, 1.0386570570192 
 19/06/2016, 1.02851528611534 
