NOTE: Column 2 below contains the conditional probabilities 
         P(all banks in idxProb going default|all banks in idxGiven default)
where idxProb and idxGiven are defined in the setting file as follows: 
         idxProb=(HR)
         idxGiven=(SYS)
 
  Date ,  P(idxProb going default|idxGiven default) 
 21/03/2016, 0.509491372337395 
 22/03/2016, 0.568207344155694 
 23/03/2016, 0.535403657246516 
 24/03/2016, 0.600679315691833 
 25/03/2016, 0.642057489910442 
 26/03/2016, 0.660662990463939 
 27/03/2016, 0.676543972683679 
 28/03/2016, 0.746840409716789 
 29/03/2016, 0.716894266971223 
 30/03/2016, 0.707576652021741 
 31/03/2016, 0.727822496165211 
 01/04/2016, 0.741356715964624 
 02/04/2016, 0.662966117437521 
 03/04/2016, 0.662986299075797 
 04/04/2016, 0.673814462611495 
 05/04/2016, 0.684825357166783 
 06/04/2016, 0.717526240747381 
 07/04/2016, 0.736691358973759 
 08/04/2016, 0.741299659867369 
 09/04/2016, 0.713213875267753 
 10/04/2016, 0.687586793093251 
 11/04/2016, 0.681136945673425 
 12/04/2016, 0.707252887544682 
 13/04/2016, 0.697397381428118 
 14/04/2016, 0.774493258023607 
 15/04/2016, 0.779107815592495 
 16/04/2016, 0.778286058636653 
 17/04/2016, 0.777446232978775 
 18/04/2016, 0.770843661492278 
 19/04/2016, 0.76832207258431 
 20/04/2016, 0.773218680750726 
 21/04/2016, 0.781738876986775 
 22/04/2016, 0.772910059173162 
 23/04/2016, 0.707189817350084 
 24/04/2016, 0.661050231126977 
 25/04/2016, 0.692991000984428 
 26/04/2016, 0.636535581668796 
 27/04/2016, 0.560813475228131 
 28/04/2016, 0.568426167361293 
 29/04/2016, 0.545408452974481 
 30/04/2016, 0.551329675807267 
 01/05/2016, 0.565749996521825 
 02/05/2016, 0.558395975775591 
 03/05/2016, 0.571259796066566 
 04/05/2016, 0.557273995366132 
 05/05/2016, 0.613109127091616 
 06/05/2016, 0.663294336760943 
 07/05/2016, 0.657644972965959 
 08/05/2016, 0.696613493378093 
 09/05/2016, 0.713905981377776 
 10/05/2016, 0.680243035844607 
 11/05/2016, 0.628855565995953 
 12/05/2016, 0.592930324962804 
 13/05/2016, 0.597424953801404 
 14/05/2016, 0.497156276806809 
 15/05/2016, 0.466346934789731 
 16/05/2016, 0.433135953888919 
 17/05/2016, 0.424690885950261 
 18/05/2016, 0.362760779119773 
 19/05/2016, 0.33595819198997 
 20/05/2016, 0.191558238470741 
 21/05/2016, 0.149800245919385 
 22/05/2016, 0.146558073745082 
 23/05/2016, 0.290476518381385 
 24/05/2016, 0.354574214374243 
 25/05/2016, 0.329013954093362 
 26/05/2016, 0.334826361782236 
 27/05/2016, 0.412912682545967 
 28/05/2016, 0.438216256938609 
 29/05/2016, 0.453579043774146 
 30/05/2016, 0.51607901741156 
 31/05/2016, 0.556960682883488 
 01/06/2016, 0.595545749525808 
 02/06/2016, 0.590651301534648 
 03/06/2016, 0.653407707943468 
 04/06/2016, 0.657700323133505 
 05/06/2016, 0.55076137406602 
 06/06/2016, 0.538891441198565 
 07/06/2016, 0.595315548109576 
 08/06/2016, 0.594697984445108 
 09/06/2016, 0.599018343581833 
 10/06/2016, 0.589181168215777 
 11/06/2016, 0.581876993726475 
 12/06/2016, 0.590816795867341 
 13/06/2016, 0.562796668053271 
 14/06/2016, 0.601650326211852 
 15/06/2016, 0.611615666191466 
 16/06/2016, 0.612231225290949 
 17/06/2016, 0.630733678172027 
 18/06/2016, 0.622541590692656 
 19/06/2016, 0.696371977387508 
