NOTE:  Columns 2-5 below contain the following output data 
 
    Column 2:   conditional probabilities P(at least one bank from G1 going default|all banks in G2 default)
    Column 3:   conditional probabilities P(at least one bank from G2 going default|all banks in G1 default)
    Column 4:   conditional probabilities P(all banks in G1 going default|all banks in G2 default)
    Column 5:   conditional probabilities P(all banks in G2 going default|all banks in G1 default)
 
where G1 is quadGroup1 defined in the setting file and G2 consists of all the banks not in G1. In this case
    G1=(DIA   &   SYS )
   G2=(HR)

  Date ,  P(at least one from G1 going default|G2 default),  P(at least one from G2 going default|G1 default),  P(G1 going default|G2 default),  P(G2 going default|G1 default) 
 01/07/2011,  0.519736202207277,  0.593921382065114,  0.21893049345976,  0.593921382065114, 
 02/07/2011,  0.447538563917077,  0.642834525365516,  0.162404252890128,  0.642834525365516, 
 03/07/2011,  0.319075664676806,  0.735178317581434,  0.0871342250133299,  0.735178317581434, 
 04/07/2011,  0.314906723932367,  0.75007518280164,  0.0841380555076481,  0.75007518280164, 
 05/07/2011,  0.419916493023978,  0.713121398571039,  0.145199190623071,  0.713121398571039, 
 06/07/2011,  0.424091452308146,  0.719450624097787,  0.133062976768219,  0.719450624097787, 
 07/07/2011,  0.340656492818171,  0.693171113072467,  0.0998644383211206,  0.693171113072467, 
 08/07/2011,  0.331262103043005,  0.708133972660801,  0.0941363822462497,  0.708133972660801, 
 09/07/2011,  0.280148630192814,  0.686300990190264,  0.0680926649491806,  0.686300990190264, 
 10/07/2011,  0.218088054828596,  0.618226928213893,  0.0418901207551519,  0.618226928213893, 
 11/07/2011,  0.215156576503275,  0.604465002539193,  0.0341743993180951,  0.604465002539193, 
 12/07/2011,  0.272915020124368,  0.427928175984857,  0.0508087157045941,  0.427928175984857, 
 13/07/2011,  0.303739480595227,  0.293324113468421,  0.0591468838551768,  0.293324113468421, 
 14/07/2011,  0.450274248942952,  0.220721218225753,  0.132746799214085,  0.220721218225753, 
 15/07/2011,  0.510637691174205,  0.253748721682538,  0.17206386643327,  0.253748721682538, 
 16/07/2011,  0.433032806306615,  0.212220708842406,  0.0630970771030478,  0.212220708842406, 
 17/07/2011,  0.326003681035625,  0.237336302159079,  0.0546280458470848,  0.237336302159079, 
 18/07/2011,  0.477217274566827,  0.400679096401861,  0.149739569526045,  0.400679096401861, 
 19/07/2011,  0.548940943354529,  0.423050686323778,  0.227640208661702,  0.423050686323778, 
