  Date ,   P(all banks going default)  
 01/07/2011, 0.0301269803902073 
 02/07/2011, 0.0241595161013646 
 03/07/2011, 0.0160688950891615 
 04/07/2011, 0.0164572389705163 
 05/07/2011, 0.0273192818043359 
 06/07/2011, 0.0257529367724009 
 07/07/2011, 0.0158823207863895 
 08/07/2011, 0.0157328437362394 
 09/07/2011, 0.00989246262938642 
 10/07/2011, 0.00439580499398463 
 11/07/2011, 0.00339268597365026 
 12/07/2011, 0.00276408466632023 
 13/07/2011, 0.00189473377604765 
 14/07/2011, 0.00355141636385439 
 15/07/2011, 0.00602671622927177 
 16/07/2011, 0.00155525640811192 
 17/07/2011, 0.00135597607342083 
 18/07/2011, 0.00948409914959203 
 19/07/2011, 0.017642859085522 
 20/07/2011, 0.0166891527862502 
 21/07/2011, 0.0176373283704028 
 22/07/2011, 0.0311101256562649 
 23/07/2011, 0.049525119715473 
 24/07/2011, 0.0438458917720074 
 25/07/2011, 0.0255650018990325 
 26/07/2011, 0.0337930961637335 
 27/07/2011, 0.0303033446136163 
 28/07/2011, 0.0202446009423813 
 29/07/2011, 0.0170536168321637 
 30/07/2011, 0.0167708202431556 
 31/07/2011, 0.0188156755999247 
 01/08/2011, 0.00910747264476698 
 02/08/2011, 0.00838462453434692 
 03/08/2011, 0.00834336736474384 
 04/08/2011, 0.00635399565693391 
 05/08/2011, 0.00329664294640582 
 06/08/2011, 0.00532236948659444 
 07/08/2011, 0.00331626401009097 
 08/08/2011, 0.00194588622188213 
 09/08/2011, 0.00204997308175951 
 10/08/2011, 0.00215421472359576 
 11/08/2011, 0.00597156946031422 
 12/08/2011, 0.00479389172651771 
 13/08/2011, 0.0095919304060631 
 14/08/2011, 0.0108847867845375 
 15/08/2011, 0.0264990257206851 
 16/08/2011, 0.0187310511674133 
 17/08/2011, 0.0228112394125984 
 18/08/2011, 0.0224305099940824 
 19/08/2011, 0.0264624902313196 
 20/08/2011, 0.0344028463810686 
 21/08/2011, 0.0242553819635864 
 22/08/2011, 0.0180608218073254 
 23/08/2011, 0.0129001004115607 
 24/08/2011, 0.00834655800278941 
 25/08/2011, 0.00081381845812644 
 26/08/2011, 0.000224645179363516 
 27/08/2011, 3.1095408794622E-05 
