NOTE: Column 2 below contains the conditional probabilities 
         P(all banks in idxProb going default|all banks in idxGiven default)
where idxProb and idxGiven are defined in the setting file as follows: 
         idxProb=(HR)
         idxGiven=(SYS)
 
  Date ,  P(idxProb going default|idxGiven default) 
 01/07/2011, 0.467657172399935 
 02/07/2011, 0.526700460879003 
 03/07/2011, 0.609919553748241 
 04/07/2011, 0.629079869549019 
 05/07/2011, 0.600096841766103 
 06/07/2011, 0.567333100236022 
 07/07/2011, 0.542134854454791 
 08/07/2011, 0.556301059272579 
 09/07/2011, 0.545204148693167 
 10/07/2011, 0.431140382257749 
 11/07/2011, 0.453519263028571 
 12/07/2011, 0.303056962801994 
 13/07/2011, 0.200306180474617 
 14/07/2011, 0.160241640329124 
 15/07/2011, 0.192341666216388 
 16/07/2011, 0.161502099305325 
 17/07/2011, 0.164419792342765 
 18/07/2011, 0.31429356626033 
 19/07/2011, 0.33348765942338 
 20/07/2011, 0.31317654650066 
 21/07/2011, 0.393478295832163 
 22/07/2011, 0.489910218345704 
 23/07/2011, 0.54845990578146 
 24/07/2011, 0.602816280906781 
 25/07/2011, 0.579962527953665 
 26/07/2011, 0.561017645074353 
 27/07/2011, 0.465704878023027 
 28/07/2011, 0.371506532833058 
 29/07/2011, 0.360900390606295 
 30/07/2011, 0.34902940249577 
 31/07/2011, 0.371097217418065 
 01/08/2011, 0.294406783762861 
 02/08/2011, 0.275571473306128 
 03/08/2011, 0.24784917538922 
 04/08/2011, 0.204177836127655 
 05/08/2011, 0.179335650427439 
 06/08/2011, 0.287427426477079 
 07/08/2011, 0.220659131476307 
 08/08/2011, 0.254848235630825 
 09/08/2011, 0.204873801747866 
 10/08/2011, 0.204964174349201 
 11/08/2011, 0.331184267878371 
 12/08/2011, 0.302239289274017 
 13/08/2011, 0.320698540370892 
 14/08/2011, 0.328096902642333 
 15/08/2011, 0.422226983111553 
 16/08/2011, 0.39248679419289 
 17/08/2011, 0.368936731387685 
 18/08/2011, 0.364230889739386 
 19/08/2011, 0.371517747736638 
 20/08/2011, 0.370002078651049 
 21/08/2011, 0.277633553769705 
 22/08/2011, 0.210189754865207 
 23/08/2011, 0.189576400120027 
 24/08/2011, 0.125080771341434 
 25/08/2011, 0.0241464121571131 
 26/08/2011, 0.00648775115547182 
 27/08/2011, 0.00212388248818036 
