  Date ,  Banking Stability Indexes 
 01/07/2011, 1.53132687617243 
 02/07/2011, 1.46926261414344 
 03/07/2011, 1.35196157354648 
 04/07/2011, 1.3491920626205 
 05/07/2011, 1.46575133745272 
 06/07/2011, 1.45436232074665 
 07/07/2011, 1.36863025431277 
 08/07/2011, 1.36066039170891 
 09/07/2011, 1.29708365814892 
 10/07/2011, 1.21948180021355 
 11/07/2011, 1.20544676657911 
 12/07/2011, 1.21516939788076 
 13/07/2011, 1.19177965077227 
 14/07/2011, 1.24408386726202 
 15/07/2011, 1.29507113076974 
 16/07/2011, 1.15506012862752 
 17/07/2011, 1.16436615798166 
 18/07/2011, 1.34521752191713 
 19/07/2011, 1.44893168598606 
 20/07/2011, 1.44466721908975 
 21/07/2011, 1.44338711403156 
 22/07/2011, 1.53640358338163 
 23/07/2011, 1.63144895014845 
 24/07/2011, 1.57659171395815 
 25/07/2011, 1.4549457128504 
 26/07/2011, 1.52150797363803 
 27/07/2011, 1.5234830714209 
 28/07/2011, 1.46145500398135 
 29/07/2011, 1.43149473518269 
 30/07/2011, 1.43090571262685 
 31/07/2011, 1.45006764187246 
 01/08/2011, 1.33956507178608 
 02/08/2011, 1.34082981618191 
 03/08/2011, 1.32620725347114 
 04/08/2011, 1.29101874488052 
 05/08/2011, 1.23864760891871 
 06/08/2011, 1.28390976703575 
 07/08/2011, 1.2357921927286 
 08/08/2011, 1.18331646325388 
 09/08/2011, 1.19784375769619 
 10/08/2011, 1.20147282765291 
 11/08/2011, 1.28184348156122 
 12/08/2011, 1.26248768981728 
 13/08/2011, 1.35574597133856 
 14/08/2011, 1.37309795679296 
 15/08/2011, 1.51525844969051 
 16/08/2011, 1.44641588323442 
 17/08/2011, 1.49201347820068 
 18/08/2011, 1.4901615421188 
 19/08/2011, 1.5242235945508 
 20/08/2011, 1.56930064518936 
 21/08/2011, 1.51972699341892 
 22/08/2011, 1.47078664032031 
 23/08/2011, 1.41965301151133 
 24/08/2011, 1.37094836812597 
 25/08/2011, 1.21307666747325 
 26/08/2011, 1.20036280174618 
 27/08/2011, 1.13845827207179 
