NOTE: This file contains default dependent matrixes. There is a matrix for each day. Each element in the matrix 
is the conditional probability of the bank indicated in its row heading going default given the bank indicated in 
 its column heading default.
   
  Date ,    ,  HR,  DIA,  SYS 
21/03/2016, HR, 1,  0.160558934507919,  0.509491464900899, 
, DIA, 0.23271741096577,  1,  0.727434612904897, 
, SYS, 0.212493041118284,  0.209318378450019,  1, 
22/03/2016, HR, 1,  0.157232719142239,  0.568207328054124, 
, DIA, 0.144811460216426,  1,  0.64774970633003, 
, SYS, 0.12053762909726,  0.149198010321863,  1, 
23/03/2016, HR, 1,  0.143472990894149,  0.535403673405605, 
, DIA, 0.151004386513365,  1,  0.657665452142346, 
, SYS, 0.127675802731591,  0.149009126077354,  1, 
24/03/2016, HR, 1,  0.178160097290558,  0.600679315725384, 
, DIA, 0.138486543086812,  1,  0.625312750478194, 
, SYS, 0.123075319271058,  0.164827034350759,  1, 
25/03/2016, HR, 1,  0.196269504115921,  0.642057503809481, 
, DIA, 0.0959367997460297,  1,  0.520570887252201, 
, SYS, 0.10378459483593,  0.172149768459134,  1, 
26/03/2016, HR, 1,  0.22097226168563,  0.660662983741161, 
, DIA, 0.0732890379867835,  1,  0.412909733466855, 
, SYS, 0.116245267938542,  0.219052981518139,  1, 
27/03/2016, HR, 1,  0.241703632844212,  0.676544025218698, 
, DIA, 0.0626389383650331,  1,  0.351851011358667, 
, SYS, 0.125659702505738,  0.252172403267852,  1, 
28/03/2016, HR, 1,  0.308499447460382,  0.746840392755413, 
, DIA, 0.0272592612331896,  1,  0.165648247862898, 
, SYS, 0.125897917760385,  0.316022427000465,  1, 
29/03/2016, HR, 1,  0.307478749541348,  0.716894243934423, 
, DIA, 0.027425061549056,  1,  0.145604597300538, 
, SYS, 0.161526746387092,  0.367817115876474,  1, 
30/03/2016, HR, 1,  0.299905130749655,  0.70757665357846, 
, DIA, 0.0301161089246564,  1,  0.158285975564883, 
, SYS, 0.163673638934167,  0.364613476733224,  1, 
31/03/2016, HR, 1,  0.273657102830208,  0.727821043707581, 
, DIA, 0.0135595167748659,  1,  0.0923802093115582, 
, SYS, 0.113472279033019,  0.29067429196134,  1, 
01/04/2016, HR, 1,  0.189652984875983,  0.741354605593673, 
, DIA, 0.0011830303775286,  1,  0.014692913158236, 
, SYS, 0.0351128192456223,  0.11156074568153,  1, 
02/04/2016, HR, 1,  0.132945267945037,  0.662966130045836, 
, DIA, 0.00147208553080887,  1,  0.0200970654670496, 
, SYS, 0.0300463410097488,  0.0822569755737232,  1, 
03/04/2016, HR, 1,  0.119644544203769,  0.662982849492248, 
, DIA, 0.000747664478519677,  1,  0.0116227828832899, 
, SYS, 0.0187910183905348,  0.0527162247069538,  1, 
04/04/2016, HR, 1,  0.122360754757424,  0.673814472240001, 
, DIA, 0.000672670366842302,  1,  0.0106496021693051, 
, SYS, 0.016760438125044,  0.0481857106037155,  1, 
05/04/2016, HR, 1,  0.19924943200717,  0.684825286190031, 
, DIA, 0.00235867589844425,  1,  0.021111325431595, 
, SYS, 0.0792814778540873,  0.206460166177013,  1, 
06/04/2016, HR, 1,  0.202926081019028,  0.717526229621509, 
, DIA, 0.00400510874074624,  1,  0.0402691256635493, 
, SYS, 0.0589630920588592,  0.167663383059047,  1, 
07/04/2016, HR, 1,  0.30266136617788,  0.736691326175633, 
, DIA, 0.00464113092385104,  1,  0.0288549707037953, 
, SYS, 0.13651023854512,  0.34868516869295,  1, 
08/04/2016, HR, 1,  0.334814078217847,  0.741299459609845, 
, DIA, 0.00952500317188953,  1,  0.0511801868133782, 
, SYS, 0.165683116595792,  0.402091618495052,  1, 
09/04/2016, HR, 1,  0.386093693303758,  0.713213878646633, 
, DIA, 0.0230751685409106,  1,  0.0828817666752816, 
, SYS, 0.28413144808691,  0.552467003638753,  1, 
10/04/2016, HR, 1,  0.330349102804999,  0.687586785127407, 
, DIA, 0.0221538600763739,  1,  0.092513504788662, 
, SYS, 0.237718476648329,  0.476940579023287,  1, 
11/04/2016, HR, 1,  0.351674934602648,  0.681136868317511, 
, DIA, 0.015398520417132,  1,  0.0562782206485677, 
, SYS, 0.288155145439845,  0.543744366878204,  1, 
12/04/2016, HR, 1,  0.380289594537376,  0.707252935995051, 
, DIA, 0.0133557784916288,  1,  0.0481094649912942, 
, SYS, 0.288935713112153,  0.559631598490507,  1, 
13/04/2016, HR, 1,  0.393630020311318,  0.697397356062506, 
, DIA, 0.0242293992828608,  1,  0.0774753427641687, 
, SYS, 0.332401995552205,  0.599918697781684,  1, 
14/04/2016, HR, 1,  0.45011754908522,  0.774493260179977, 
